Objects
100
,,Global Angle BOLT_2:BOLT_2,,,,,,Global Angle rvr5:rvr5,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1120,0,0.014584,0.034048,1.529322,501.814850,1080.930298,174.251724,0.018211,0.007696,0.689409,1253.146484,1449.184692,140.245819
1121,0,-0.002124,0.033844,1.528069,503.973907,1081.323975,173.966782,0.022001,0.000680,0.688878,1256.954590,1452.349731,140.048141
1122,0,-0.010387,0.028917,1.515119,506.075623,1082.187866,173.955963,0.024857,-0.011944,0.689381,1260.678345,1455.525513,139.726227
1123,0,-0.012076,-0.001432,1.508163,507.836761,1083.604736,173.379959,0.025095,-0.012265,0.689354,1264.501953,1458.662598,139.714478
1124,0,-0.011871,0.004015,1.511126,510.580902,1083.931519,173.323105,0.023683,0.000196,0.689331,1268.420532,1461.909546,139.969330
1125,0,-0.002449,0.008880,1.514693,514.164673,1083.793213,173.298996,0.017505,0.005796,0.689409,1272.221436,1465.268799,140.180222
1126,0,0.000233,0.007336,1.514870,518.075806,1083.293213,173.309616,0.020227,-0.000392,0.688614,1275.931641,1468.461182,140.035614
1127,0,0.010598,0.012425,1.521625,521.493958,1082.763916,173.747284,0.021273,-0.010237,0.687849,1279.649902,1471.636597,139.801010
1128,0,0.019856,0.017028,1.525402,524.517090,1082.394409,174.210709,0.022999,-0.008820,0.687560,1283.463867,1474.860596,139.809616
1129,0,0.034578,0.043782,1.518937,527.972290,1081.417725,174.704880,0.018375,-0.000884,0.686954,1287.327759,1478.170044,140.032501
1130,0,0.029251,0.035226,1.516170,530.463989,1081.217041,174.476990,0.017758,0.003294,0.687049,1291.322266,1481.480957,140.056168
1131,0,0.025163,0.034284,1.516550,532.612183,1081.185547,174.538803,0.020826,-0.000403,0.687644,1295.228516,1484.681885,139.938278
1132,0,0.009956,0.027231,1.507125,534.887573,1081.271484,174.101273,0.021827,-0.009518,0.688741,1298.972900,1487.870605,140.014160
1133,0,-0.002270,0.032477,1.496047,537.033691,1081.997192,174.057037,0.020339,-0.005489,0.688857,1302.911621,1491.165771,140.068176
1134,0,-0.006240,0.032794,1.468734,539.362122,1083.353516,173.818024,0.018678,0.005900,0.687669,1306.975952,1494.459595,140.059296
1135,0,0.002788,0.008360,1.429678,541.826904,1085.055176,173.042648,0.017038,0.004647,0.687391,1310.653442,1497.768311,140.082474
1136,0,0.012224,0.014021,1.433890,544.437683,1085.988892,173.176178,0.019528,-0.003622,0.687828,1314.415039,1500.945068,139.930313
1137,0,0.007358,0.014479,1.434854,547.484009,1085.943726,173.291656,0.021747,-0.006419,0.687818,1318.301392,1504.100586,139.675659
1138,0,-0.003096,0.042008,1.437685,551.023560,1084.932739,173.780426,0.020273,-0.003740,0.688050,1322.144775,1507.371704,139.998383
1139,0,0.004228,0.038834,1.443893,553.626892,1084.267822,173.700912,0.017587,0.003748,0.687854,1325.973022,1510.706665,140.319168
1140,0,0.005333,0.034010,1.458708,555.989624,1083.517578,173.489685,0.015562,0.006696,0.688308,1329.770264,1513.969849,140.201935
1141,0,-0.003583,0.028641,1.466551,558.397156,1083.061401,173.466248,0.020241,-0.003117,0.688901,1333.500854,1517.023438,139.952072
1142,0,-0.002886,0.032477,1.462002,561.254883,1083.239258,173.675552,0.023463,-0.011920,0.689941,1337.323975,1520.215332,139.754059
1143,0,-0.007405,0.034295,1.452249,564.478333,1083.715698,173.425995,0.018940,-0.005639,0.690153,1341.282349,1523.645630,139.712250
1144,0,-0.000183,0.035753,1.445863,567.499451,1084.078735,173.299866,0.017008,0.005056,0.690437,1345.304321,1527.040405,139.873291
1145,0,0.012254,0.039677,1.443040,570.212036,1084.247314,173.707947,0.016297,0.005101,0.690555,1349.169922,1530.351562,139.921890
1146,0,0.002877,0.047005,1.443383,573.018677,1084.243530,173.911713,0.017499,-0.002757,0.690792,1353.047974,1533.550903,139.637543
1147,0,0.001492,0.043754,1.439038,575.627380,1084.287964,173.803375,0.022349,-0.008262,0.691243,1356.944580,1536.785278,139.535629
1148,0,0.000834,0.037204,1.443644,577.977051,1084.086182,173.357010,0.018086,-0.004675,0.691939,1360.779541,1540.028076,139.729294
1149,0,-0.002979,0.034857,1.455593,580.236816,1083.705566,173.048447,0.018786,0.004477,0.692921,1364.757690,1543.327393,139.880127
1150,0,-0.004921,0.033795,1.476683,582.693909,1083.841431,173.099304,0.015910,0.004301,0.693616,1368.690308,1546.759521,139.799637
1151,0,-0.017669,0.026303,1.467655,585.932861,1083.856689,173.027756,0.020607,-0.000664,0.693367,1372.571167,1549.946655,139.530457
1152,0,-0.013456,0.036069,1.472092,589.458435,1083.797607,173.067291,0.021985,-0.005625,0.692708,1376.397461,1553.103760,139.542465
1153,0,-0.005140,0.040728,1.475201,592.885742,1083.657715,173.134323,0.020192,-0.001419,0.691652,1380.326172,1556.386475,139.693634
1154,0,0.008592,0.039364,1.468731,595.984009,1083.633057,173.418304,0.019587,0.009370,0.690286,1384.325562,1559.710571,139.643997
1155,0,0.015097,0.044822,1.472923,598.958801,1083.412231,173.436600,0.016953,0.007554,0.689622,1388.024902,1562.945190,139.675659
1156,0,-0.004543,0.038906,1.479949,601.543213,1083.181519,173.286148,0.021004,-0.001477,0.689075,1391.634277,1565.941040,139.528381
1157,0,0.004117,0.039614,1.481707,603.855957,1083.127319,173.032547,0.023987,-0.004089,0.692354,1395.252930,1569.178101,139.267410
1158,0,-0.012052,0.030282,1.480261,606.069824,1083.232422,172.793396,0.021722,-0.002143,0.690421,1399.117798,1572.312866,139.350357
1159,0,-0.010889,0.032698,1.480063,608.320007,1083.437256,172.821777,0.020708,0.003621,0.689969,1402.841797,1575.421021,139.526932
1160,0,-0.023379,0.032449,1.476892,611.185059,1083.562866,172.676254,0.020287,0.002063,0.688705,1406.640991,1578.671021,139.616470
1161,0,0.002143,0.036632,1.474244,614.525085,1083.393188,172.776215,0.020216,-0.001206,0.687698,1410.464355,1581.947266,139.449280
1162,0,0.022862,0.015040,1.453770,617.985168,1082.870361,172.355927,0.022910,-0.001983,0.685919,1414.293213,1585.075317,139.492157
1163,0,0.019260,0.014851,1.465349,621.002136,1082.176147,172.500732,0.020043,0.001489,0.685133,1418.038940,1588.280396,139.655060
1164,0,-0.000833,0.041118,1.488258,624.065063,1081.181274,173.067490,0.019761,0.006066,0.685538,1421.973633,1591.499268,139.655319
1165,0,-0.000467,0.032536,1.483944,626.567139,1080.967529,172.985153,0.022221,0.004506,0.685907,1425.763062,1594.730713,139.459930
1166,0,0.002999,0.027016,1.479092,628.747803,1080.999512,172.993744,0.020697,-0.003425,0.684998,1429.384399,1597.802490,139.316422
1167,0,-0.006915,0.027811,1.474775,631.136353,1081.163452,172.637985,0.023165,-0.004623,0.684626,1433.131836,1600.958374,139.263092
1168,0,-0.004911,0.037185,1.459375,634.163574,1081.886841,172.598923,0.019823,-0.001758,0.683369,1436.956787,1604.219482,139.392517
1169,0,-0.005818,0.037310,1.438512,637.485596,1082.642090,172.645142,0.019607,0.002634,0.681005,1440.733521,1607.401855,139.570084
1170,0,0.009340,0.039623,1.432204,640.458496,1083.036987,172.905838,0.018004,0.000126,0.679919,1444.388306,1610.578857,139.588058
1171,0,-0.000969,0.045284,1.437643,643.296692,1082.966431,172.946838,0.019818,-0.005699,0.679549,1448.163574,1613.700684,139.540359
1172,0,-0.013467,0.039638,1.443141,645.930786,1082.627075,172.656631,0.025222,-0.005861,0.680997,1452.295410,1616.770752,139.520370
1173,0,-0.002482,0.030786,1.453160,648.332275,1082.006348,172.680969,0.022381,-0.000381,0.680525,1456.274780,1619.978760,139.757080
1174,0,-0.005778,0.033320,1.472909,651.296814,1081.178223,172.533798,0.017999,0.004017,0.680282,1459.992310,1623.224365,139.883987
1175,0,-0.002124,0.033306,1.477847,654.777771,1080.723999,172.413071,0.018811,-0.001118,0.678112,1463.761719,1626.444214,139.597244
1176,0,0.000983,0.032162,1.473952,658.556274,1080.557617,172.605072,0.024472,-0.007617,0.677366,1467.605591,1629.570557,139.156662
1177,0,0.006191,0.039548,1.474178,662.075806,1080.420410,172.970917,0.023289,-0.012105,0.676579,1471.387329,1632.676392,139.226074
1178,0,0.023590,0.048021,1.470853,665.205872,1080.524170,173.635803,0.019903,-0.005782,0.676370,1475.289062,1636.027954,139.629684
1179,0,0.023580,0.047059,1.463579,668.199402,1080.571777,173.711655,0.017814,0.006818,0.677687,1479.265381,1639.377075,139.687866
1180,0,0.018618,0.048287,1.460756,670.873291,1080.675049,173.517319,0.019062,0.003057,0.678289,1482.951904,1642.532593,139.549606
1181,0,0.010587,0.044027,1.460159,673.175964,1080.820190,173.230759,0.018697,-0.013939,0.677722,1486.610107,1645.924561,139.563263
1182,0,0.015945,0.035627,1.457773,675.227051,1080.964722,172.919434,0.017941,-0.011249,0.676884,1490.643066,1649.279053,139.669876
1183,0,0.001609,0.028611,1.457844,677.166992,1081.120850,172.312836,0.017791,0.003024,0.676857,1494.556152,1652.470581,140.041443
1184,0,-0.007169,0.030059,1.457489,678.938538,1081.688843,172.216583,0.017544,0.005922,0.677873,1498.430054,1655.441895,140.052063
1185,0,-0.015293,0.028194,1.452120,681.275879,1082.403809,172.231232,0.024800,-0.003437,0.679994,1502.454834,1658.608032,139.256866
1186,0,-0.010875,0.010856,1.450741,683.706238,1083.515137,171.590988,0.023994,-0.019254,0.681613,1506.439209,1661.758179,139.007080
1187,0,-0.012055,0.012922,1.456128,686.816101,1083.317261,171.790802,0.028351,-0.014470,0.681191,1510.314697,1664.796753,139.554260
1188,0,-0.008086,0.013289,1.472452,689.742981,1082.843628,171.732681,0.018993,0.003264,0.681063,1514.298706,1668.143066,140.051437
1189,0,-0.010908,0.032476,1.487765,693.039917,1081.435059,172.092636,0.020800,0.010594,0.680952,1518.408203,1671.516479,139.675354
1190,0,-0.010655,0.026137,1.500304,695.586731,1080.832275,172.144363,0.023452,-0.007916,0.681094,1522.069702,1674.791626,139.205582
1191,0,-0.013167,0.024939,1.508994,698.175781,1080.588013,172.199997,0.026794,-0.022961,0.681168,1525.789917,1677.761230,139.116379
1192,0,-0.019066,0.031090,1.512520,701.355164,1080.661377,172.069336,0.028524,-0.010913,0.681287,1529.826416,1680.989502,139.502518
1193,0,-0.004866,0.031018,1.505036,704.659790,1080.963135,172.243652,0.018222,0.007559,0.681983,1533.908569,1684.460693,139.993286
1194,0,0.013855,0.039621,1.510095,707.593994,1081.006592,172.682236,0.019626,0.011649,0.680943,1537.794922,1687.724243,139.893448
1195,0,0.007660,0.045535,1.523482,710.424683,1080.788086,172.911652,0.022258,-0.007417,0.680473,1541.498413,1690.840332,139.516052
1196,0,0.002737,0.043188,1.532726,713.031799,1080.431030,172.776642,0.028655,-0.018197,0.680348,1545.382568,1693.930054,139.235703
1197,0,0.010737,0.035755,1.544891,715.284729,1079.967896,172.381683,0.025865,-0.007483,0.680631,1549.270630,1697.162720,139.553024
1198,0,0.001416,0.004937,1.554000,717.078064,1079.587036,171.580185,0.019757,0.006720,0.680070,1552.970215,1700.403931,139.913361
1199,0,-0.003816,0.002623,1.572460,718.839417,1078.920898,171.415894,0.021599,0.003197,0.679882,1556.795166,1703.513794,139.801178
1200,0,-0.006953,-0.001781,1.576700,720.947449,1078.774414,171.485672,0.025810,-0.012686,0.680116,1560.600586,1706.639648,139.331421
1201,0,-0.008311,0.000203,1.570930,723.827332,1078.851929,171.519135,0.028700,-0.017213,0.679762,1564.308838,1709.698608,139.240234
1202,0,-0.005235,0.003535,1.568461,726.914612,1078.661377,171.280777,0.024464,-0.007122,0.678416,1567.988159,1712.769897,139.661469
1203,0,0.005219,0.007817,1.580500,729.779846,1077.917114,171.514969,0.021446,0.003158,0.677475,1571.952637,1716.116577,139.870346
1204,0,-0.003875,0.028525,1.601941,732.703857,1076.610718,172.021545,0.021829,-0.000674,0.677289,1575.810791,1719.382324,139.680374
1205,0,-0.010733,0.023511,1.614333,735.315430,1075.774170,171.861755,0.024782,-0.011793,0.677572,1579.426270,1722.401855,139.533554
1206,0,-0.008836,0.025005,1.619208,737.729797,1075.345703,171.885712,0.024616,-0.014228,0.676923,1583.237549,1725.555908,139.645157
1207,0,-0.004031,0.000006,1.606318,739.965149,1075.605713,171.278793,0.022817,-0.002233,0.677459,1587.300781,1728.833862,139.876587
1208,0,-0.007222,0.002642,1.603069,742.582397,1075.589722,171.118576,0.020997,0.005982,0.676831,1591.222534,1732.061035,140.019150
1209,0,0.002267,0.007487,1.600090,745.578552,1075.273193,171.158295,0.019716,-0.000356,0.675424,1594.864502,1735.211426,139.858444
1210,0,0.003285,0.006941,1.600256,748.591187,1074.716553,171.252518,0.025356,-0.010768,0.674690,1598.768555,1738.356812,139.441650
1211,0,0.004499,0.011469,1.602312,751.316589,1074.138550,171.464539,0.023628,-0.011900,0.673546,1602.654053,1741.565918,139.464310
1212,0,0.005795,0.009209,1.603864,753.849915,1073.568237,171.339890,0.022415,-0.001871,0.673755,1606.548706,1744.731201,140.006348
1213,0,0.010004,0.009006,1.609492,756.013977,1072.969849,171.358932,0.021304,0.006896,0.673993,1610.479614,1747.954712,140.088684
1214,0,0.011009,0.006441,1.610199,758.094666,1072.545410,171.170090,0.019088,-0.000302,0.673749,1614.397217,1751.200562,139.779968
1215,0,-0.011396,0.003747,1.608396,760.538208,1072.315796,170.890457,0.026892,-0.007757,0.676028,1618.244629,1754.336670,139.420685
1216,0,-0.004609,0.008017,1.601192,763.651978,1072.337646,171.228409,0.023073,-0.011231,0.673870,1622.029053,1757.508057,139.684464
1217,0,0.004708,0.007392,1.587378,767.099304,1072.233521,171.097824,0.020193,0.000959,0.672218,1625.871094,1760.667236,140.049362
1218,0,0.004778,0.009548,1.588095,770.638672,1071.548706,170.958481,0.019822,0.005827,0.671094,1629.854858,1763.903076,140.098160
1219,0,0.016069,0.020452,1.593045,774.117249,1070.652466,171.142914,0.021628,0.001021,0.674223,1633.672485,1767.049561,139.778564
1220,0,0.024305,0.022106,1.589146,777.321655,1069.912231,171.535889,0.026977,-0.009180,0.672620,1637.533325,1769.950562,139.598282
1221,0,0.041222,0.027726,1.587101,780.208313,1069.218750,172.000870,0.022991,-0.008012,0.673378,1641.341064,1773.194946,139.764862
1222,0,0.021437,0.048030,1.603865,783.079163,1068.085815,172.442780,0.021086,0.001328,0.671754,1645.315796,1776.466309,140.041885
1223,0,0.013396,0.042374,1.608790,785.520630,1067.450073,171.938034,0.021717,0.007016,0.671316,1649.184937,1779.578857,140.189484
1224,0,0.014528,0.034729,1.606632,787.476135,1067.048950,171.782974,0.020330,-0.004579,0.672293,1652.900757,1782.711426,140.027130
1225,0,0.015901,0.028820,1.604187,789.256714,1066.845703,171.496826,0.026815,-0.010890,0.672081,1656.827393,1785.844116,139.692444
1226,0,-0.019705,0.028543,1.604794,791.174683,1066.887451,170.925629,0.023067,-0.007707,0.673697,1660.931030,1789.145874,139.722336
1227,0,-0.004885,0.032123,1.589219,793.742371,1067.325806,170.989792,0.022393,0.004228,0.674509,1664.969849,1792.455200,140.070709
1228,0,-0.011869,0.056237,1.579096,797.077820,1067.462036,171.359650,0.020210,0.005921,0.674580,1668.830933,1795.643311,140.394104
1229,0,-0.009421,0.059555,1.580001,800.504639,1066.902344,171.328766,0.022305,-0.002136,0.674528,1672.594482,1798.610718,140.185837
1230,0,-0.012711,0.053885,1.585477,803.935730,1066.032471,171.125732,0.026681,-0.011468,0.674519,1676.493164,1801.753418,139.688065
1231,0,0.055348,0.009528,1.563937,806.906738,1065.686401,171.316071,0.025385,-0.011357,0.674722,1680.407227,1805.015625,139.720047
1232,0,0.063564,-0.001967,1.571617,809.705750,1064.920044,171.674759,0.023769,0.000812,0.675244,1684.410400,1808.196899,140.051086
1233,0,0.090651,0.027744,1.573602,812.534607,1064.002930,171.008530,0.021877,0.004688,0.674856,1688.310181,1811.427368,140.200638
1234,0,0.128734,0.028594,1.543674,815.573792,1064.130249,171.197006,0.023530,-0.002900,0.676069,1692.081299,1814.611816,139.993393
1235,0,0.120772,0.047359,1.536075,818.499878,1064.283691,171.443375,0.025291,-0.012037,0.677273,1695.952026,1817.809326,139.700012
1236,0,0.109240,0.001178,1.524934,821.423340,1064.014648,170.932892,0.025364,-0.007585,0.676556,1699.894165,1821.098633,139.681503
1237,0,0.117383,0.017024,1.540442,824.134949,1063.175049,170.804276,0.023809,0.000662,0.676344,1703.872681,1824.322144,140.006485
1238,0,0.084753,0.016837,1.557018,827.173401,1062.237427,171.276001,0.023933,0.006054,0.679020,1707.744019,1827.510620,139.966003
1239,0,0.040723,0.000674,1.571906,829.803833,1060.986206,169.939529,0.024850,-0.004624,0.677882,1711.768799,1830.604004,139.807068
1240,0,-0.007009,0.033669,1.615046,832.706604,1059.673096,170.230194,0.032124,-0.009706,0.679143,1715.708740,1833.646484,139.601227
1241,0,-0.001323,0.036189,1.609102,835.883057,1059.367188,170.123901,0.028229,-0.007737,0.679297,1719.531372,1836.765625,139.775452
1242,0,-0.000825,0.025014,1.595053,838.987732,1059.124756,169.946198,0.025580,0.002852,0.678535,1723.484619,1840.086914,139.821030
1243,0,0.006752,0.012702,1.592087,841.701782,1059.020874,169.462845,0.025763,0.007425,0.678976,1727.179810,1842.998169,139.901718
1244,0,-0.000882,0.019727,1.599169,845.013489,1058.464111,169.250046,0.027102,-0.003532,0.678045,1730.434326,1845.798950,139.892654
1245,0,0.018119,0.017557,1.590372,848.513916,1057.838989,169.434784,0.027305,-0.010235,0.676468,1733.591309,1848.592407,139.564529
1246,0,0.020965,0.016138,1.590024,851.798828,1057.070923,169.565506,0.027135,-0.007476,0.676322,1736.678467,1851.088989,139.686249
1247,0,0.001682,0.013164,1.603321,854.789368,1056.190796,169.294403,0.026040,-0.000736,0.678344,1739.687744,1853.425415,140.148788
1248,0,-0.000092,0.012391,1.606712,857.563232,1055.427002,169.150299,0.024552,0.005833,0.678605,1742.539917,1855.669800,140.131317
1249,0,0.008054,0.006937,1.601914,860.300720,1054.935059,169.077652,0.027286,0.004786,0.680090,1745.075317,1857.690674,139.897949
1250,0,0.001876,0.010617,1.604335,863.434509,1054.468140,168.941589,0.028580,-0.008625,0.679063,1747.229858,1859.562378,139.885406
1251,0,0.000963,0.014201,1.595895,866.819092,1054.130005,168.875931,0.027306,-0.007248,0.678164,1749.361816,1861.413940,139.812286
1252,0,0.001957,0.009474,1.589912,869.873108,1053.801880,169.302597,0.024235,0.002912,0.677664,1751.506714,1863.204590,139.871048
1253,0,0.007823,0.013167,1.592271,872.638672,1053.324463,169.311691,0.024871,0.004233,0.676331,1753.383667,1864.749023,140.168839
1254,0,-0.007621,0.013715,1.599114,875.592651,1052.740723,168.640503,0.025392,0.003543,0.679309,1755.030029,1866.160156,140.057877
1255,0,0.017725,0.016690,1.612606,878.988525,1051.803711,168.570084,0.026719,-0.002732,0.677532,1756.808838,1867.432129,139.771790
1256,0,0.019714,0.018617,1.620613,882.623474,1050.469971,168.814056,0.028229,-0.005132,0.677849,1758.195801,1868.555420,139.826599
1257,0,0.018469,0.006807,1.608797,886.206482,1049.040649,169.485596,0.026189,0.000875,0.676334,1759.556274,1869.648560,140.031616
1258,0,0.023864,0.022062,1.615871,889.584290,1047.643066,169.980759,0.024105,0.008699,0.677404,1760.625122,1870.623291,140.047775
1259,0,-0.007588,0.014772,1.619432,892.492615,1046.783691,169.566391,0.024678,0.001662,0.675974,1761.623901,1871.395020,140.110336
1260,0,0.012678,0.027395,1.617350,894.834656,1046.421265,169.600052,0.021494,-0.005395,0.676043,1762.314575,1872.059692,139.930298
1261,0,0.015829,-0.001954,1.591746,897.113342,1046.696411,168.548599,0.025419,-0.001425,0.676138,1763.000732,1872.513916,139.899170
1262,0,-0.005096,0.001030,1.581678,899.693176,1046.820312,168.157288,0.025170,0.002042,0.676290,1763.406860,1872.869141,140.038589
1263,0,-0.012491,0.016188,1.575177,903.077637,1047.179932,168.398163,0.024573,0.003306,0.675641,1763.613892,1873.041870,140.162003
1264,0,-0.007094,0.013455,1.548804,906.898315,1047.498779,168.671341,0.025230,0.001094,0.675273,1763.663086,1873.076660,140.026215
1265,0,0.000518,0.017777,1.543821,910.273682,1047.458496,168.761307,0.026012,-0.002782,0.674993,1763.480347,1872.935669,139.907715
1266,0,-0.015410,0.024436,1.557064,913.271423,1046.838867,168.923203,0.026142,-0.003692,0.674468,1763.181641,1872.654663,139.947754
1267,0,0.000285,0.029279,1.568421,916.065613,1046.050049,168.982819,0.026827,-0.000416,0.674313,1762.954102,1872.413940,140.002533
1268,0,0.001590,0.017311,1.579528,918.850830,1044.917603,168.752884,0.025726,-0.000499,0.673713,1762.730347,1872.263672,139.982254
1269,0,-0.012207,0.004112,1.608207,921.341125,1043.272949,168.370316,0.021869,-0.004754,0.673959,1762.463379,1872.143433,139.848068
1270,0,-0.026875,0.018376,1.651259,924.101196,1041.164551,168.373016,0.027157,-0.005412,0.674489,1762.354004,1871.971924,139.904449
1271,0,-0.006355,0.018053,1.655284,927.373413,1040.127319,168.700745,0.021053,-0.004954,0.674682,1762.307495,1872.008911,139.808868
1272,0,-0.000874,0.008986,1.642121,930.876831,1039.401611,168.540604,0.021238,-0.002678,0.674869,1762.357056,1872.052856,139.854568
1273,0,-0.021983,0.020924,1.650546,934.318726,1038.789551,168.622849,0.020680,-0.001919,0.674414,1762.403931,1872.112427,139.923492
1274,0,-0.023103,0.031991,1.649249,937.382385,1038.713745,168.900909,0.026636,-0.002137,0.674786,1762.453491,1872.101074,139.940155
1275,0,-0.012580,0.022500,1.624264,940.249573,1038.953613,168.774811,0.021507,-0.004909,0.675007,1762.432373,1872.135742,139.786819
1276,0,-0.001871,0.008310,1.609492,942.854370,1039.363403,167.831009,0.027286,-0.002580,0.674803,1762.469238,1872.075073,139.893280
1277,0,-0.004310,0.008651,1.617999,945.453613,1038.773315,167.740311,0.021135,-0.002752,0.674774,1762.406616,1872.120605,139.878586
1278,0,0.010454,0.009076,1.621923,948.130737,1037.901855,167.920654,0.021105,-0.002843,0.675210,1762.372437,1872.131348,139.897522
1279,0,-0.008097,-0.002540,1.622487,951.133972,1036.772949,167.738434,0.021773,-0.004673,0.674887,1762.408936,1872.135620,139.841553
1280,0,-0.006729,0.008568,1.631153,953.950989,1035.863037,167.891449,0.021285,-0.004902,0.675000,1762.415649,1872.108887,139.808746
1281,0,-0.013513,0.003243,1.629876,956.775635,1035.158936,167.694519,0.021702,-0.003971,0.674627,1762.432617,1872.123657,139.816986
1282,0,-0.021314,0.018713,1.628701,959.739868,1034.469482,168.124512,0.021593,-0.002618,0.674841,1762.402710,1872.124268,139.865952
1283,0,-0.019322,0.025035,1.621770,962.664001,1034.433960,168.162704,0.021090,-0.003201,0.674816,1762.400513,1872.119141,139.870987
1284,0,-0.022153,0.023947,1.605913,965.739380,1034.440552,167.925064,0.021400,-0.004441,0.674794,1762.392212,1872.108032,139.840317
1285,0,-0.004445,0.014186,1.590151,968.910034,1034.451782,167.600922,0.021287,-0.004781,0.674555,1762.398804,1872.126831,139.791016
1286,0,-0.006894,0.017032,1.590159,972.110535,1033.857788,167.696671,0.020662,-0.003564,0.674475,1762.413940,1872.114136,139.838165
1287,0,-0.008124,0.013980,1.590835,975.099365,1033.006836,167.686905,0.020921,-0.002936,0.674892,1762.401611,1872.120361,139.886368
1288,0,-0.006757,0.008812,1.598820,977.844788,1031.901367,167.614944,0.020602,-0.003180,0.674672,1762.385254,1872.138306,139.880661
1289,0,-0.004902,0.005823,1.609483,980.165466,1030.998535,167.755402,0.021288,-0.004782,0.674859,1762.399170,1872.127197,139.850174
1290,0,-0.006169,-0.001942,1.606216,982.555908,1030.328491,167.699463,0.021483,-0.004822,0.675590,1762.428833,1872.116821,139.798065
1291,0,-0.029715,0.014667,1.608332,985.199402,1029.674438,167.916351,0.020897,-0.004002,0.679476,1762.525757,1872.264893,139.846802
1292,0,-0.028045,0.024345,1.600152,988.316772,1029.767334,167.777725,0.019743,-0.001902,0.689319,1762.647827,1872.427612,139.865784
1293,0,-0.016049,0.022696,1.576288,991.806274,1029.982666,167.533264,0.019982,-0.000588,0.702409,1762.730835,1872.527588,139.825699
1294,0,-0.003559,0.018115,1.563364,995.145874,1030.226196,167.283600,0.025539,-0.002371,0.717822,1762.776001,1872.549927,139.931015
1295,0,-0.009980,0.025964,1.565298,998.429382,1029.841187,167.475754,0.026587,-0.002543,0.734794,1762.883179,1872.689453,139.789139
1296,0,-0.003420,0.026136,1.566432,1001.552917,1029.234985,167.605789,0.025670,-0.000832,0.751891,1762.954468,1872.768188,139.783142
1297,0,-0.006901,0.037498,1.581375,1004.573853,1027.989502,168.001648,0.026929,-0.002449,0.769609,1762.973511,1872.845337,139.958664
1298,0,-0.010949,0.033486,1.598050,1007.331848,1026.860840,167.676147,0.028139,-0.001415,0.790491,1763.022339,1872.997559,139.957336
1299,0,-0.016399,0.023065,1.609392,1009.701721,1025.787354,167.801559,0.026004,-0.005026,0.811479,1763.125122,1873.238281,139.757141
1300,0,-0.006265,0.012854,1.616524,1011.742737,1024.843384,167.918884,0.026309,0.000664,0.841467,1763.214844,1873.410522,139.787262
1301,0,-0.023480,0.013303,1.628828,1014.093872,1023.985718,167.583786,0.027107,0.000093,0.866397,1763.328613,1873.359741,140.050507
1302,0,-0.008559,0.028540,1.626193,1017.212036,1023.748047,167.520630,0.022897,-0.001970,0.897321,1763.225098,1873.423584,140.065002
1303,0,-0.003663,0.009461,1.598472,1020.642517,1024.227051,166.849579,0.027240,-0.004084,0.929110,1763.250000,1873.443726,140.210266
1304,0,0.017328,0.020258,1.594565,1023.571228,1024.319946,167.679230,0.027657,-0.004891,0.961233,1763.335083,1873.697998,140.026352
1305,0,0.001820,0.054450,1.611977,1026.743164,1023.753296,169.032089,0.025433,-0.001956,0.997616,1763.380249,1873.956299,139.914856
1306,0,0.027710,-0.013050,1.515454,1030.683472,1022.926941,170.956619,0.027231,0.000125,1.032292,1763.426270,1873.949341,139.996643
1307,0,0.032704,-0.047642,1.510567,1033.277466,1022.810242,169.557541,0.028991,-0.002440,1.070956,1763.482056,1874.023071,140.070694
1308,0,-0.076357,-0.067100,1.543182,1035.725708,1021.409851,168.457077,0.031669,-0.004032,1.109667,1763.619263,1874.227051,140.061691
1309,0,0.016808,0.010901,1.638304,1036.553711,1021.413086,166.885147,0.031203,-0.002101,1.148972,1763.638916,1874.363892,140.111710
1310,0,-0.017427,0.000810,1.659397,1039.557495,1019.692993,166.572906,0.027571,0.002044,1.189319,1763.645264,1874.644287,139.970993
1311,0,0.001776,0.002065,1.665008,1042.683960,1018.574829,166.896591,0.030531,0.000102,1.227874,1763.600342,1874.954956,139.686996
1312,0,-0.008816,0.013104,1.666292,1045.982300,1017.502441,167.466080,0.032968,-0.001908,1.263710,1763.659668,1874.980103,139.880508
1313,0,-0.006579,0.017800,1.661322,1048.810547,1017.117004,167.538635,0.033849,-0.006560,1.296620,1763.412354,1875.109131,140.202347
1314,0,-0.012770,0.024276,1.653988,1051.569702,1017.003052,167.551590,0.029419,-0.003699,1.326864,1763.151855,1875.492920,140.349075
1315,0,-0.022090,0.018706,1.640322,1054.252075,1016.962402,166.951385,0.025463,-0.000687,1.357544,1762.951904,1876.032104,140.407089
1316,0,-0.021130,0.015916,1.637492,1056.449951,1016.763672,166.978088,0.023455,0.002546,1.388118,1762.799561,1876.386963,140.411392
1317,0,-0.029768,0.016667,1.640550,1058.855347,1016.369446,166.843552,0.028139,0.002713,1.415747,1762.790283,1876.516724,140.199890
1318,0,0.023366,0.003233,1.599941,1062.196899,1016.619446,166.671280,0.033153,0.001864,1.443758,1762.777222,1876.523315,139.955185
