Objects
100
,,Global Angle BOLT_2:BOLT_2,,,,,,Global Angle rvr5:rvr5,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
413,0,0.003355,0.038346,1.012720,101.315369,1079.404053,181.101547,0.014204,0.005356,0.505364,329.592255,869.331238,151.159714
414,0,0.004305,0.037759,1.012223,101.324722,1079.402344,181.096085,0.014249,0.005470,0.505358,329.596771,869.328552,151.160110
415,0,0.003173,0.037671,1.012849,101.324051,1079.402954,181.101059,0.014052,0.005378,0.505375,329.593109,869.324951,151.160156
416,0,0.003441,0.038070,1.012745,101.327347,1079.406860,181.093048,0.014338,0.005393,0.505338,329.593201,869.332336,151.154755
417,0,0.003448,0.037992,1.012480,101.311562,1079.405151,181.091431,0.014229,0.005356,0.505379,329.591461,869.332153,151.158737
418,0,0.003282,0.037850,1.012437,101.321556,1079.404175,181.097595,0.014314,0.005496,0.505371,329.596985,869.325989,151.174225
419,0,0.004700,0.038022,1.012255,101.311813,1079.404175,181.101288,0.014190,0.005497,0.505357,329.594849,869.330566,151.170074
420,0,0.002891,0.038222,1.012751,101.322266,1079.407593,181.099655,0.014247,0.005284,0.505409,329.589569,869.333374,151.157700
421,0,0.004071,0.038636,1.012400,101.332565,1079.399170,181.106293,0.014306,0.005483,0.505361,329.596069,869.330444,151.163605
422,0,0.003535,0.037722,1.012636,101.324684,1079.399902,181.099182,0.014220,0.005410,0.505358,329.591949,869.330811,151.161942
423,0,0.003853,0.038216,1.012451,101.315659,1079.398926,181.100479,0.014302,0.005359,0.505376,329.588684,869.334290,151.168900
424,0,0.003554,0.037985,1.012453,101.325417,1079.399902,181.110657,0.014321,0.005398,0.505320,329.595367,869.328857,151.172760
425,0,0.003414,0.038201,1.012862,101.323074,1079.405029,181.108536,0.014329,0.005367,0.505402,329.588257,869.330017,151.163559
426,0,0.003762,0.038337,1.012747,101.313416,1079.408081,181.093002,0.014147,0.005353,0.505342,329.586639,869.338867,151.156876
427,0,0.003329,0.037891,1.012927,101.321823,1079.404907,181.097214,0.014194,0.005283,0.505351,329.591919,869.329651,151.164185
428,0,0.003971,0.038129,1.012667,101.323135,1079.399292,181.115555,0.014385,0.005368,0.505326,329.588593,869.327820,151.172455
429,0,0.004071,0.037805,1.012565,101.315491,1079.399048,181.106140,0.014169,0.005356,0.505403,329.589935,869.326599,151.165298
430,0,0.003220,0.037946,1.012885,101.319244,1079.402466,181.106323,0.014287,0.005432,0.505403,329.588654,869.337341,151.161880
431,0,0.003405,0.038183,1.012764,101.324570,1079.399170,181.106140,0.014237,0.005417,0.505365,329.589691,869.333008,151.170563
432,0,0.003761,0.037919,1.012632,101.320518,1079.401611,181.096130,0.014196,0.005336,0.505481,329.581543,869.331665,151.159760
433,0,0.003485,0.038252,1.012383,101.308350,1079.398193,181.099075,0.014297,0.005448,0.505379,329.581696,869.327515,151.172012
434,0,0.003617,0.038216,1.012536,101.314949,1079.399170,181.100113,0.014351,0.005474,0.505340,329.585754,869.323792,151.170197
435,0,0.003315,0.037617,1.012733,101.318169,1079.399902,181.100739,0.014416,0.005437,0.505324,329.590393,869.323975,151.167984
436,0,0.003527,0.038252,1.012365,101.316460,1079.402710,181.089981,0.014307,0.005319,0.505396,329.579712,869.337585,151.153839
437,0,0.003495,0.037791,1.012383,101.314041,1079.406128,181.094604,0.014388,0.005392,0.505322,329.586151,869.331055,151.164810
438,0,0.003248,0.037961,1.012416,101.327820,1079.399536,181.105774,0.014328,0.005520,0.505393,329.593231,869.327026,151.173309
439,0,0.003577,0.038225,1.012788,101.330528,1079.409546,181.105011,0.014324,0.005410,0.505390,329.596802,869.338135,151.165710
440,0,0.003405,0.037981,1.012815,101.330315,1079.411133,181.104767,0.014261,0.005329,0.505333,329.600647,869.335815,151.167892
441,0,0.004140,0.037593,1.012358,101.326302,1079.412476,181.102219,0.014413,0.005333,0.505313,329.588409,869.337708,151.153473
442,0,0.003850,0.038097,1.012585,101.328606,1079.415527,181.100128,0.014273,0.005394,0.505394,329.594055,869.336304,151.160324
443,0,0.003957,0.038208,1.012717,101.322006,1079.408325,181.099960,0.014286,0.005375,0.505343,329.598541,869.335022,151.165833
444,0,0.004066,0.038526,1.012869,101.333832,1079.404785,181.114777,0.014429,0.005555,0.505293,329.594818,869.329773,151.163010
445,0,0.004071,0.038385,1.012457,101.324272,1079.406982,181.104340,0.014253,0.005431,0.505357,329.589050,869.336487,151.156525
446,0,0.004103,0.037835,1.012347,101.312798,1079.412598,181.095444,0.014301,0.005373,0.505311,329.593414,869.338135,151.162201
447,0,0.003744,0.037612,1.012448,101.333611,1079.403809,181.111328,0.014221,0.005451,0.505376,329.598175,869.338074,151.174103
448,0,0.003184,0.037743,1.012689,101.329292,1079.411133,181.114517,0.014315,0.005517,0.505374,329.594727,869.338745,151.164810
449,0,0.003123,0.038299,1.012704,101.322083,1079.409912,181.103043,0.014404,0.005394,0.505284,329.591644,869.343933,151.162567
450,0,0.003822,0.038462,1.012581,101.335129,1079.403564,181.110046,0.014313,0.005455,0.505403,329.593811,869.337158,151.171143
451,0,0.003478,0.038027,1.012619,101.326035,1079.409790,181.111923,0.014181,0.005521,0.505460,329.593536,869.338623,151.177612
452,0,0.003120,0.038001,1.013032,101.325378,1079.411743,181.108063,0.014504,0.005390,0.505303,329.591034,869.344543,151.166550
453,0,0.003515,0.037910,1.012505,101.323936,1079.412354,181.104736,0.014214,0.005450,0.505427,329.594635,869.338867,151.165115
454,0,0.003629,0.037942,1.012533,101.326118,1079.406738,181.121185,0.014335,0.005419,0.505365,329.592499,869.333130,151.174820
455,0,0.004356,0.037642,1.012525,101.324547,1079.411011,181.112686,0.014305,0.005425,0.505376,329.592163,869.337036,151.176254
456,0,0.003757,0.038029,1.012662,101.317001,1079.411865,181.099899,0.014173,0.005325,0.505366,329.589935,869.343384,151.164825
457,0,0.003628,0.037469,1.012429,101.314964,1079.410400,181.108353,0.014382,0.005361,0.505310,329.588715,869.337769,151.171280
458,0,0.004666,0.037487,1.012353,101.316246,1079.403931,181.111984,0.014304,0.005357,0.505391,329.590485,869.335571,151.172302
459,0,0.004337,0.037609,1.012305,101.323067,1079.402466,181.120926,0.014269,0.005325,0.505416,329.588501,869.335632,151.180450
460,0,0.003407,0.037522,1.012465,101.316505,1079.413330,181.105927,0.014291,0.005418,0.505370,329.594940,869.334045,151.179260
461,0,0.003924,0.037905,1.012488,101.317757,1079.406738,181.100479,0.014271,0.005348,0.505327,329.588989,869.338745,151.168335
462,0,0.004435,0.038017,1.012449,101.314873,1079.403442,181.098907,0.014344,0.005389,0.505340,329.587982,869.338745,151.163956
463,0,0.003581,0.037977,1.012601,101.316101,1079.403320,181.103745,0.014318,0.005379,0.505397,329.586273,869.336548,151.169785
464,0,0.004164,0.037781,1.012623,101.329643,1079.404907,181.117416,0.014553,0.005443,0.505338,329.593933,869.334229,151.175171
465,0,0.003274,0.037513,1.012599,101.329636,1079.402832,181.113281,0.014276,0.005401,0.505339,329.597656,869.334778,151.175171
466,0,0.003410,0.037760,1.012791,101.316826,1079.412964,181.107697,0.014127,0.005468,0.505409,329.586670,869.344116,151.171509
467,0,0.003282,0.038043,1.012892,101.320534,1079.408691,181.114685,0.014526,0.005504,0.505356,329.588623,869.339172,151.171417
468,0,0.003805,0.038214,1.012544,101.322060,1079.411377,181.111420,0.014276,0.005359,0.505377,329.593506,869.336304,151.168365
469,0,0.003627,0.038133,1.012596,101.323471,1079.410400,181.115952,0.014261,0.005452,0.505358,329.589508,869.333923,151.173019
470,0,0.003965,0.037789,1.012743,101.326050,1079.409546,181.112366,0.014188,0.005503,0.505297,329.592499,869.337341,151.178802
471,0,0.003252,0.037890,1.012552,101.323067,1079.414551,181.101608,0.014221,0.005302,0.505308,329.591064,869.340637,151.165497
472,0,0.003296,0.037804,1.012729,101.323509,1079.408081,181.100540,0.014371,0.005411,0.505321,329.592468,869.338928,151.171432
473,0,0.003969,0.037591,1.012529,101.326767,1079.406006,181.113754,0.014226,0.005329,0.505368,329.596283,869.336243,151.182220
474,0,0.004264,0.037788,1.012441,101.330887,1079.405762,181.119064,0.014372,0.005484,0.505332,329.601776,869.330261,151.177734
475,0,0.003390,0.037641,1.012747,101.324600,1079.411499,181.107727,0.014163,0.005297,0.505408,329.594208,869.340210,151.172333
476,0,0.003417,0.037722,1.012645,101.326767,1079.408081,181.107712,0.014427,0.005399,0.505384,329.594055,869.338745,151.169418
477,0,0.003601,0.038237,1.012848,101.329880,1079.409546,181.109619,0.014467,0.005526,0.505379,329.601654,869.332764,151.179688
478,0,0.003674,0.038022,1.012671,101.328926,1079.407349,181.111404,0.014263,0.005465,0.505430,329.591461,869.331299,151.171951
479,0,0.004160,0.037938,1.012454,101.325348,1079.405762,181.107346,0.014413,0.005513,0.505350,329.591858,869.331360,151.174393
480,0,0.003522,0.037524,1.012507,101.332718,1079.404297,181.118881,0.014246,0.005440,0.505346,329.600220,869.330444,151.178024
481,0,0.003555,0.037879,1.012930,101.330292,1079.404175,181.114532,0.014304,0.005381,0.505385,329.587952,869.331055,151.169724
482,0,0.003294,0.037659,1.012630,101.324013,1079.406250,181.112579,0.014166,0.005306,0.505414,329.586914,869.330627,151.157761
483,0,0.003481,0.038072,1.012742,101.332893,1079.403564,181.112122,0.014222,0.005365,0.505311,329.592621,869.328979,151.170822
484,0,0.003581,0.038573,1.012372,101.324463,1079.407227,181.116211,0.014515,0.005296,0.505358,329.593323,869.328308,151.178497
485,0,0.003040,0.038229,1.012575,101.319099,1079.408325,181.110733,0.014132,0.005423,0.505346,329.588440,869.332581,151.165085
486,0,0.003227,0.038126,1.012646,101.318939,1079.414307,181.106400,0.014192,0.005562,0.505387,329.588989,869.330933,151.158234
487,0,0.004175,0.038362,1.012560,101.320053,1079.408203,181.111069,0.014317,0.005394,0.505369,329.595276,869.326660,151.176041
488,0,0.003638,0.038278,1.012349,101.313751,1079.404419,181.100021,0.014330,0.005342,0.505388,329.587006,869.326843,151.166672
489,0,0.003264,0.038068,1.012628,101.324532,1079.406860,181.120041,0.014382,0.005327,0.505372,329.590729,869.326538,151.169235
490,0,0.004163,0.037649,1.012127,101.312622,1079.404419,181.101822,0.014200,0.005285,0.505249,329.594238,869.328430,151.171326
491,0,0.003426,0.037385,1.012478,101.305573,1079.407837,181.093414,0.014107,0.005324,0.505390,329.585785,869.331787,151.158173
492,0,0.003196,0.037791,1.012457,101.319153,1079.402954,181.113235,0.014431,0.005452,0.505340,329.589600,869.330017,151.162811
493,0,0.003335,0.037762,1.012424,101.311760,1079.402466,181.100739,0.014311,0.005406,0.505286,329.587952,869.328430,151.169296
494,0,0.003600,0.038302,1.012667,101.320412,1079.402466,181.109787,0.014278,0.005500,0.505315,329.588226,869.327759,151.166458
495,0,0.004066,0.037105,1.012086,101.308441,1079.401855,181.102097,0.014248,0.005451,0.505293,329.591125,869.328796,151.175507
496,0,0.003412,0.037758,1.012580,101.307991,1079.398560,181.108871,0.014316,0.005452,0.505338,329.582916,869.329468,151.176743
497,0,0.003335,0.037806,1.012711,101.305481,1079.398804,181.098282,0.014167,0.005469,0.505451,329.581177,869.340515,151.157471
498,0,0.003495,0.037339,1.012367,101.306335,1079.405640,181.097366,0.014173,0.005451,0.505429,329.586914,869.335632,151.159653
499,0,0.003608,0.037300,1.012347,101.316895,1079.397583,181.123962,0.014386,0.005509,0.505373,329.590027,869.326660,151.179626
500,0,0.004325,0.037498,1.011851,101.308228,1079.402344,181.116043,0.014082,0.005398,0.505293,329.587494,869.328125,151.177719
501,0,0.004008,0.037656,1.012567,101.306435,1079.411987,181.103622,0.014376,0.005394,0.505373,329.581970,869.336365,151.156738
502,0,0.003712,0.037770,1.012715,101.315598,1079.409546,181.117279,0.014286,0.005487,0.505345,329.582306,869.333740,151.166367
503,0,0.004958,0.037716,1.012285,101.314758,1079.400391,181.117920,0.014239,0.005307,0.505262,329.591278,869.323547,151.176025
504,0,0.003753,0.037499,1.012463,101.314651,1079.402954,181.120667,0.014082,0.005383,0.505375,329.591553,869.330017,151.174545
505,0,0.003849,0.037507,1.012439,101.306770,1079.410156,181.120712,0.014251,0.005360,0.505380,329.584473,869.337341,151.175171
506,0,0.003781,0.037919,1.012670,101.319481,1079.414673,181.121933,0.014459,0.005476,0.505313,329.590759,869.333679,151.169434
507,0,0.003442,0.037800,1.012814,101.315765,1079.408936,181.121277,0.014278,0.005399,0.505363,329.589111,869.330688,151.173279
508,0,0.004901,0.038074,1.012459,101.315712,1079.405884,181.119614,0.014377,0.005419,0.505392,329.583710,869.331604,151.172012
509,0,0.003214,0.038206,1.012801,101.315948,1079.407227,181.116440,0.014074,0.005318,0.505408,329.586517,869.331116,151.172318
510,0,0.003908,0.037857,1.012388,101.314461,1079.408691,181.110291,0.014336,0.005538,0.505347,329.589966,869.334167,151.169144
511,0,0.003425,0.037500,1.012520,101.312347,1079.412109,181.123795,0.014246,0.005488,0.505390,329.583405,869.335144,151.174515
512,0,0.003793,0.037903,1.012655,101.320259,1079.413940,181.122360,0.014347,0.005459,0.505372,329.589874,869.336182,151.170517
513,0,0.003543,0.037671,1.012391,101.325363,1079.402466,181.121872,0.014391,0.005431,0.505302,329.595520,869.329163,151.170029
514,0,0.003118,0.037923,1.013068,101.313965,1079.410400,181.112061,0.014304,0.005374,0.505335,329.586334,869.334778,151.165573
515,0,0.004235,0.037930,1.012398,101.315208,1079.402222,181.111557,0.014254,0.005320,0.505349,329.592590,869.331177,151.166977
516,0,0.003645,0.037560,1.012643,101.320427,1079.406250,181.103012,0.014189,0.005372,0.505442,329.592407,869.330139,151.166733
517,0,0.003592,0.038005,1.012625,101.317551,1079.412109,181.104874,0.014431,0.005408,0.505328,329.587616,869.336487,151.155380
518,0,0.004437,0.037845,1.012520,101.325783,1079.402832,181.117310,0.014334,0.005387,0.505264,329.593903,869.334106,151.168716
519,0,0.003665,0.037991,1.012602,101.330795,1079.395996,181.112350,0.014332,0.005468,0.505296,329.604828,869.329590,151.177231
520,0,0.003192,0.038090,1.012788,101.323921,1079.406738,181.104767,0.014258,0.005479,0.505247,329.593414,869.337646,151.160614
521,0,0.003454,0.037927,1.012736,101.319672,1079.417969,181.107834,0.014217,0.005441,0.505336,329.591278,869.344421,151.151398
522,0,0.004140,0.038144,1.012751,101.331802,1079.411987,181.114609,0.014249,0.005425,0.505413,329.600220,869.340271,151.163467
523,0,0.004043,0.037632,1.012485,101.335930,1079.407837,181.119888,0.014144,0.005344,0.505386,329.601929,869.336975,151.171082
524,0,0.003693,0.038113,1.012915,101.330879,1079.410278,181.110062,0.014223,0.005447,0.505325,329.598480,869.333618,151.166962
525,0,0.003804,0.037839,1.012392,101.334534,1079.408936,181.104767,0.014176,0.005475,0.505379,329.598206,869.338684,151.165161
526,0,0.003728,0.038255,1.012731,101.330666,1079.410156,181.106201,0.014205,0.005441,0.505355,329.592346,869.339294,151.157669
527,0,0.003214,0.037869,1.012597,101.331711,1079.414917,181.111557,0.014465,0.005432,0.505331,329.591583,869.336670,151.154556
528,0,0.003564,0.037402,1.012414,101.340561,1079.404785,181.113419,0.014175,0.005353,0.505391,329.607147,869.330994,151.164322
529,0,0.003116,0.038152,1.012821,101.331375,1079.404541,181.106659,0.014324,0.005481,0.505362,329.599243,869.330627,151.162659
530,0,0.004320,0.038622,1.012437,101.331406,1079.404053,181.096664,0.014350,0.005374,0.505462,329.595306,869.327515,151.148895
531,0,0.003473,0.038381,1.012743,101.337196,1079.404541,181.097412,0.014209,0.005339,0.505398,329.605042,869.326843,151.153488
532,0,0.003978,0.038281,1.012662,101.331062,1079.402710,181.097336,0.014291,0.005400,0.505327,329.596863,869.326721,151.156815
533,0,0.004065,0.037840,1.012295,101.323524,1079.404907,181.089798,0.014276,0.005396,0.505387,329.596771,869.327148,151.148132
534,0,0.003089,0.038099,1.012662,101.326324,1079.397095,181.082077,0.014259,0.005363,0.505377,329.594330,869.325684,151.146790
535,0,0.003529,0.038258,1.012775,101.335342,1079.393311,181.092880,0.014239,0.005380,0.505383,329.597809,869.321777,151.150620
536,0,0.003277,0.038518,1.012445,101.333717,1079.395386,181.081711,0.014216,0.005404,0.505360,329.598999,869.327209,151.147888
537,0,0.004048,0.038309,1.012656,101.331947,1079.399414,181.084946,0.014324,0.005337,0.505361,329.598389,869.327942,151.159683
538,0,0.003127,0.038274,1.012809,101.327309,1079.398926,181.081451,0.014191,0.005424,0.505313,329.598328,869.332520,151.161362
539,0,0.002989,0.037684,1.012488,101.334328,1079.395630,181.090591,0.014206,0.005329,0.505342,329.599396,869.331787,151.161728
540,0,0.003523,0.038201,1.012580,101.335258,1079.396484,181.091370,0.014143,0.005338,0.505358,329.598328,869.331482,151.162766
541,0,0.003660,0.038216,1.012634,101.320961,1079.402832,181.088196,0.014496,0.005418,0.505423,329.598083,869.333862,151.168381
542,0,0.003537,0.037835,1.012581,101.328125,1079.403442,181.092850,0.014391,0.005430,0.505307,329.602875,869.332825,151.165955
543,0,0.003526,0.038140,1.012614,101.327576,1079.401367,181.098633,0.014383,0.005391,0.505321,329.596863,869.334717,151.162415
544,0,0.003324,0.038329,1.012614,101.319206,1079.397827,181.099030,0.014552,0.005460,0.505310,329.590302,869.325073,151.162201
545,0,0.003800,0.037826,1.012571,101.329918,1079.392822,181.114655,0.014562,0.005509,0.505434,329.598969,869.323975,151.175461
546,0,0.003374,0.038162,1.012543,101.328667,1079.396729,181.104477,0.014500,0.005368,0.505355,329.587646,869.329956,151.156784
547,0,0.003977,0.038374,1.012370,101.316299,1079.401367,181.090424,0.014266,0.005414,0.505460,329.582703,869.332642,151.158966
548,0,0.003464,0.038212,1.012526,101.323128,1079.402466,181.100601,0.014237,0.005434,0.505367,329.583527,869.322571,151.156952
549,0,0.003796,0.037960,1.012448,101.324928,1079.394775,181.104019,0.014186,0.005502,0.505393,329.591644,869.317383,151.155731
550,0,0.003512,0.038330,1.012628,101.323380,1079.399658,181.104340,0.014206,0.005407,0.505330,329.584473,869.323669,151.162323
551,0,0.003126,0.038327,1.012761,101.318275,1079.400024,181.095139,0.014338,0.005236,0.505283,329.583160,869.324524,151.155777
552,0,0.003957,0.037723,1.012464,101.316948,1079.399902,181.096405,0.014219,0.005363,0.505411,329.582886,869.322205,151.158691
553,0,0.003114,0.038611,1.012650,101.316170,1079.394165,181.097488,0.014107,0.005313,0.505309,329.585327,869.322388,151.164139
554,0,0.003647,0.037450,1.012374,101.304596,1079.393433,181.099457,0.014202,0.005418,0.505403,329.584229,869.317383,151.173355
555,0,0.004107,0.037915,1.012386,101.312202,1079.389038,181.106766,0.014519,0.005499,0.505345,329.585388,869.317688,151.171051
556,0,0.003471,0.038101,1.012717,101.307068,1079.389893,181.096115,0.014121,0.005336,0.505400,329.576904,869.326965,151.163620
557,0,0.003526,0.038185,1.012773,101.310112,1079.396362,181.092300,0.014217,0.005344,0.505387,329.582550,869.323853,151.164307
558,0,0.003380,0.037826,1.012557,101.308769,1079.399170,181.096619,0.014226,0.005453,0.505370,329.581665,869.321838,151.157272
559,0,0.003747,0.038178,1.012416,101.310143,1079.399658,181.102890,0.014281,0.005374,0.505411,329.576385,869.323914,151.163406
560,0,0.003649,0.037436,1.012283,101.312492,1079.389404,181.102692,0.014201,0.005325,0.505329,329.583069,869.321289,151.171112
561,0,0.003514,0.038038,1.012303,101.305649,1079.395020,181.097885,0.014277,0.005366,0.505398,329.586884,869.321899,151.173447
562,0,0.003499,0.038128,1.012495,101.307274,1079.403198,181.099991,0.014266,0.005511,0.505377,329.575806,869.330688,151.160950
563,0,0.002965,0.038552,1.012802,101.309685,1079.401611,181.103455,0.014285,0.005345,0.505325,329.575745,869.328613,151.162354
564,0,0.003917,0.037665,1.012533,101.320145,1079.395874,181.114044,0.014238,0.005374,0.505346,329.590393,869.316650,151.176514
565,0,0.003599,0.037694,1.012666,101.320259,1079.398071,181.120056,0.014266,0.005315,0.505383,329.581573,869.324951,151.171860
566,0,0.004303,0.038065,1.012537,101.315392,1079.406006,181.106583,0.014166,0.005411,0.505388,329.584961,869.333374,151.167419
567,0,0.004092,0.037755,1.012232,101.320396,1079.401978,181.106354,0.014196,0.005416,0.505329,329.588745,869.332642,151.169769
568,0,0.003631,0.038097,1.012674,101.318291,1079.402954,181.111923,0.014338,0.005493,0.505283,329.583649,869.329651,151.169922
569,0,0.003938,0.037935,1.012415,101.323273,1079.402710,181.119949,0.014257,0.005468,0.505353,329.596222,869.326965,151.185257
570,0,0.004033,0.037778,1.012280,101.326996,1079.401245,181.113556,0.014443,0.005401,0.505385,329.594513,869.330139,151.178635
571,0,0.003404,0.038108,1.012605,101.324562,1079.410156,181.110016,0.014236,0.005380,0.505280,329.595673,869.342224,151.167282
572,0,0.003410,0.037929,1.012563,101.318970,1079.413940,181.101776,0.014417,0.005395,0.505351,329.588501,869.337463,151.164825
573,0,0.003767,0.037764,1.012643,101.322113,1079.403809,181.101700,0.014328,0.005408,0.505319,329.592682,869.329712,151.168091
574,0,0.003632,0.038201,1.012401,101.327110,1079.399536,181.112610,0.014359,0.005353,0.505329,329.598145,869.325500,151.175781
575,0,0.003660,0.037877,1.012278,101.317322,1079.405884,181.103882,0.014489,0.005538,0.505351,329.590179,869.321838,151.165283
576,0,0.003293,0.037888,1.012422,101.319130,1079.404785,181.101196,0.014109,0.005382,0.505345,329.588715,869.328674,151.159653
577,0,0.003909,0.037981,1.012398,101.314362,1079.405518,181.100082,0.014332,0.005405,0.505350,329.588226,869.329590,151.155594
578,0,0.003440,0.038068,1.012795,101.310829,1079.402710,181.103195,0.014312,0.005380,0.505439,329.581818,869.327881,151.152542
579,0,0.003686,0.037511,1.012440,101.316772,1079.398560,181.109146,0.014335,0.005389,0.505362,329.596008,869.318909,151.165146
580,0,0.003849,0.038034,1.012476,101.317139,1079.394409,181.109146,0.014342,0.005419,0.505342,329.594421,869.314026,151.174072
581,0,0.003683,0.038186,1.012633,101.313721,1079.403809,181.095154,0.014073,0.005364,0.505406,329.585815,869.323608,151.155731
582,0,0.003463,0.037931,1.012587,101.316467,1079.394287,181.091019,0.014222,0.005361,0.505377,329.587250,869.327881,151.149780
583,0,0.003464,0.037983,1.012453,101.314209,1079.398926,181.102356,0.014088,0.005420,0.505474,329.590332,869.322754,151.161591
584,0,0.002795,0.037360,1.012386,101.314812,1079.387207,181.096420,0.014225,0.005535,0.505376,329.596924,869.322998,151.169128
585,0,0.003894,0.038207,1.012440,101.310425,1079.395020,181.093567,0.014306,0.005475,0.505348,329.587097,869.322937,151.163071
586,0,0.003944,0.038409,1.012654,101.319023,1079.402588,181.093277,0.014230,0.005390,0.505338,329.590027,869.325500,151.157944
587,0,0.003099,0.038612,1.012765,101.322868,1079.395874,181.096420,0.014207,0.005456,0.505359,329.590149,869.324951,151.155289
588,0,0.003851,0.037524,1.012400,101.314148,1079.400879,181.094177,0.014360,0.005414,0.505329,329.594208,869.320618,151.162994
589,0,0.003527,0.037951,1.012589,101.326912,1079.394531,181.107620,0.014138,0.005418,0.505404,329.598145,869.322144,151.163406
590,0,0.003646,0.038059,1.012453,101.314255,1079.397095,181.098785,0.014315,0.005357,0.505334,329.593109,869.319763,151.161072
591,0,0.003728,0.037760,1.012554,101.314957,1079.403931,181.099121,0.014363,0.005451,0.505323,329.586456,869.325928,151.156708
592,0,0.003303,0.038243,1.012648,101.320099,1079.393921,181.094818,0.014157,0.005444,0.505385,329.594635,869.322876,151.160522
593,0,0.003475,0.038369,1.012736,101.323029,1079.394775,181.106247,0.014192,0.005431,0.505395,329.592041,869.319702,151.165497
594,0,0.003837,0.037961,1.012295,101.315788,1079.395996,181.091583,0.014307,0.005326,0.505298,329.586884,869.324829,151.155212
595,0,0.003800,0.038018,1.012262,101.321129,1079.398438,181.101379,0.014388,0.005392,0.505370,329.591064,869.326660,151.154556
596,0,0.004026,0.038087,1.012542,101.327179,1079.394287,181.100647,0.014440,0.005471,0.505332,329.593292,869.324646,151.161880
597,0,0.003543,0.038048,1.012588,101.331566,1079.398071,181.098328,0.014137,0.005400,0.505396,329.593018,869.323547,151.155930
598,0,0.003670,0.037539,1.012357,101.314957,1079.401245,181.094513,0.014228,0.005384,0.505372,329.585114,869.329285,151.151993
599,0,0.003007,0.038202,1.012822,101.323349,1079.398193,181.104172,0.014299,0.005465,0.505353,329.585144,869.322205,151.154800
600,0,0.003571,0.038441,1.012586,101.315033,1079.400391,181.097900,0.014287,0.005420,0.505343,329.591217,869.323120,151.163177
601,0,0.003555,0.037613,1.012381,101.317642,1079.406372,181.098557,0.014297,0.005449,0.505339,329.585175,869.330994,151.159134
602,0,0.003319,0.038115,1.012661,101.325691,1079.399536,181.103363,0.014352,0.005396,0.505339,329.596802,869.325012,151.161758
603,0,0.003654,0.037995,1.012311,101.316338,1079.401855,181.100906,0.014182,0.005438,0.505388,329.593231,869.324707,151.159607
604,0,0.004345,0.037716,1.012245,101.313286,1079.406372,181.089569,0.014220,0.005465,0.505392,329.592072,869.331116,151.157928
605,0,0.004168,0.037853,1.012414,101.321388,1079.405396,181.090134,0.014206,0.005382,0.505441,329.593567,869.336121,151.155411
606,0,0.003735,0.038009,1.012347,101.324905,1079.404419,181.101517,0.014213,0.005262,0.505321,329.597046,869.328186,151.162720
607,0,0.003230,0.037896,1.012471,101.323212,1079.405029,181.094513,0.014239,0.005360,0.505384,329.592255,869.329834,151.158707
608,0,0.003502,0.037944,1.012638,101.312523,1079.408691,181.092682,0.014392,0.005388,0.505361,329.586945,869.333252,151.154007
609,0,0.003495,0.037949,1.012493,101.321732,1079.403809,181.109787,0.014431,0.005425,0.505341,329.591583,869.325989,151.169250
610,0,0.003896,0.037670,1.012452,101.321884,1079.404175,181.093643,0.014365,0.005402,0.505406,329.599213,869.325989,151.169540
611,0,0.003778,0.037986,1.012396,101.322044,1079.403809,181.093445,0.014173,0.005554,0.505433,329.586517,869.330688,151.154968
612,0,0.003705,0.037128,1.012334,101.317780,1079.400757,181.094131,0.014262,0.005505,0.505375,329.592072,869.331116,151.168228
613,0,0.003220,0.038363,1.012672,101.319321,1079.401001,181.098358,0.014244,0.005367,0.505369,329.590149,869.329163,151.168716
614,0,0.002978,0.038073,1.012617,101.320999,1079.407227,181.099976,0.014688,0.005371,0.505301,329.594757,869.328003,151.165710
615,0,0.003334,0.038296,1.012635,101.326538,1079.398560,181.104156,0.014516,0.005419,0.505325,329.588959,869.329590,151.166763
616,0,0.003473,0.037985,1.012523,101.326355,1079.399170,181.108459,0.014388,0.005446,0.505381,329.589233,869.326599,151.174377
617,0,0.003542,0.037813,1.012577,101.319290,1079.401855,181.102264,0.014263,0.005409,0.505415,329.593445,869.323303,151.168243
618,0,0.003543,0.037511,1.012215,101.314934,1079.403687,181.102066,0.014431,0.005443,0.505389,329.589661,869.328491,151.167923
619,0,0.003379,0.038414,1.012527,101.314232,1079.401855,181.104752,0.014350,0.005336,0.505348,329.586853,869.328918,151.162750
620,0,0.004267,0.037825,1.012412,101.324409,1079.398315,181.104370,0.014357,0.005401,0.505283,329.591370,869.324768,151.172623
621,0,0.003815,0.038072,1.012592,101.321205,1079.398926,181.111694,0.014345,0.005434,0.505374,329.592224,869.325562,151.175415
622,0,0.004529,0.037768,1.012288,101.323448,1079.398071,181.112701,0.014171,0.005467,0.505442,329.590027,869.325989,151.172150
623,0,0.003344,0.038246,1.012687,101.323997,1079.388062,181.102249,0.014423,0.005481,0.505339,329.588104,869.320007,151.162537
624,0,0.003651,0.037793,1.012581,101.321907,1079.392456,181.107086,0.014346,0.005443,0.505366,329.591309,869.320190,151.169876
625,0,0.004256,0.038000,1.012296,101.322433,1079.389160,181.103149,0.014322,0.005388,0.505349,329.592194,869.322144,151.171875
