1725869786146856800, SB-CE32, 34.474684149960524, 119.3436601464711, 0.04211120476563977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869786954082000, SB-CE32, 34.49364224452932, 119.32557865923918, 0.011034157692399555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869787767343300, SB-CE32, 43.81517159746924, 116.40060817292917, 177.21090579926764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869788566438500, SB-CE32, 70.61698997377128, 108.84512561193417, 325.2614159820507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869789460463900, SB-CE32, 104.08200411606818, 100.11107083811308, 256.58324493943246, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869790270123300, SB-CE32, 98.06241633163924, 100.38800172149156, 203.87843819302546, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869791424597100, SB-CE32, 49.10019914067397, 116.14190206403248, 383.5354269678856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869792333049400, SB-CE32, 44.042578560459525, 110.22302359431394, 253.00810588459962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869793534807800, SB-CE32, 84.81845744408054, 101.27912017781674, 402.8216119245129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869794847321900, SB-CE32, 136.94137530467088, 85.8582993519198, 422.9451747464733, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869795894012600, SB-CE32, 118.37377313757615, 86.6192706499213, 175.74875405766943, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869796875984700, SB-CE32, 77.43305294534012, 99.47301643370095, 420.40395167019824, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869797854937300, SB-B85A, 33.10661814671941, 79.27197989517714, 0.07404348588683689, 0, 0.0, 0.8, -0.5241169459888246, -1.5743203940287014, 0, 0, 1, 1, 0
1725869798035272200, SB-CE32, 28.05531742067824, 115.27141476241256, 394.68383078942645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869798754441900, SB-B85A, 33.148212467533504, 79.23494549286553, 62.518296914819054, 323, -0.4212705162064338, 1.359044857033105, -0.5358824490984709, -1.5037688258672137, 0, 0, 1, 1, 0
1725869799061044500, SB-CE32, 27.390903860031727, 108.6759507283178, 303.3044200320042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869799554242300, SB-B85A, 37.04217204677941, 83.87210643476405, 79.14810893662522, 323, -0.4212705162064338, 1.359044857033105, -0.7193886298393969, -1.2641603005302267, 0, 0, 1, 1, 0
1725869800034005000, SB-CE32, 59.60584386852048, 101.76632511546474, 383.2434464183413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869800363939900, SB-B85A, 59.771565904336114, 101.4245074324971, 355.8906520622447, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0
1725869801165166400, SB-B85A, 85.43399547959791, 121.67205852994569, 337.2176935085538, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0
