Objects
100
,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
45,0,0.000262,0.037923,1.698771,69.803772,1053.696289,165.066223,-0.025015,-0.009184,1.488166,-620.609070,1647.457764,161.583832,0.002723,-0.016929,1.532660,-491.208618,244.328094,139.220581,0.019791,-0.081827,1.527635,64.536377,204.033554,144.515808
46,0,0.000376,0.037809,1.698536,69.815666,1053.699707,165.074265,-0.020397,-0.011151,1.482813,-621.386108,1651.017212,161.581543,0.002617,-0.016944,1.532663,-491.198120,244.336044,139.235260,0.020050,-0.081837,1.527626,64.541977,204.045074,144.523544
47,0,0.000041,0.037438,1.698653,69.824509,1053.695801,165.078995,-0.015328,-0.014669,1.480558,-621.926636,1654.626831,161.579071,0.002541,-0.016992,1.532659,-491.187012,244.327591,139.231049,0.020033,-0.082019,1.527572,64.552017,204.035172,144.538635
48,0,0.000279,0.037606,1.698719,69.813004,1053.686401,165.067719,-0.015336,-0.010509,1.479800,-622.295959,1658.385132,161.499435,0.002659,-0.016950,1.532627,-491.197144,244.328491,139.226456,0.019827,-0.081743,1.527585,64.546600,204.036118,144.516052
49,0,0.000286,0.037541,1.698686,69.810799,1053.688477,165.058792,-0.024708,-0.014237,1.477703,-622.736938,1662.068848,161.914932,0.002663,-0.017072,1.532631,-491.195129,244.326263,139.218094,0.019945,-0.081869,1.527548,64.550240,204.032242,144.509491
50,0,-0.000117,0.037266,1.698691,69.823395,1053.689575,165.071381,-0.020033,-0.016713,1.477254,-623.223633,1665.959717,161.747482,0.002638,-0.016989,1.532673,-491.189606,244.323853,139.230209,0.019978,-0.081834,1.527681,64.551132,204.029541,144.526031
51,0,0.000221,0.037721,1.698697,69.813202,1053.693604,165.084869,-0.020264,-0.010989,1.482769,-623.326111,1670.001831,161.782837,0.002487,-0.016890,1.532640,-491.198090,244.331680,139.238037,0.020001,-0.081932,1.527629,64.552956,204.036011,144.535141
52,0,0.000202,0.038075,1.698614,69.808975,1053.690063,165.065674,-0.017873,-0.008704,1.483317,-623.964661,1674.419189,161.938004,0.002622,-0.016961,1.532688,-491.199463,244.326172,139.224686,0.020124,-0.081947,1.527576,64.550232,204.031937,144.524750
53,0,0.000239,0.037676,1.698624,69.824966,1053.696533,165.070358,-0.021860,-0.009662,1.476335,-625.032959,1678.805664,162.006119,0.002601,-0.016952,1.532614,-491.188324,244.327560,139.224625,0.020059,-0.081952,1.527634,64.557518,204.036819,144.528900
54,0,0.000478,0.037813,1.698543,69.831291,1053.690186,165.084244,-0.029918,-0.014204,1.469326,-626.190186,1682.972168,162.179062,0.002554,-0.016910,1.532667,-491.174561,244.324799,139.238205,0.019937,-0.081846,1.527567,64.565063,204.035767,144.531006
55,0,0.000480,0.037904,1.698563,69.822548,1053.684570,165.065094,-0.031418,-0.015160,1.465890,-627.121155,1686.856934,162.275238,0.002596,-0.017022,1.532645,-491.185425,244.324432,139.225952,0.019741,-0.081818,1.527614,64.545692,204.030579,144.513596
56,0,0.000229,0.038099,1.698742,69.816566,1053.688965,165.067307,-0.030144,-0.015667,1.466311,-627.709534,1690.677002,162.088135,0.002682,-0.016939,1.532658,-491.194092,244.327713,139.218216,0.020081,-0.081882,1.527601,64.534317,204.034515,144.510880
57,0,0.000141,0.037448,1.698692,69.819466,1053.697998,165.078415,-0.022983,-0.013180,1.470642,-627.749634,1694.360474,162.043045,0.002691,-0.016917,1.532689,-491.189789,244.332474,139.234314,0.019782,-0.081774,1.527576,64.548668,204.043777,144.524155
58,0,0.000340,0.037632,1.698639,69.832794,1053.689453,165.076035,-0.021758,-0.012200,1.476278,-627.785034,1697.880615,162.066208,0.002537,-0.016951,1.532632,-491.173615,244.328369,139.238464,0.020047,-0.081862,1.527528,64.558258,204.032455,144.532700
59,0,0.000290,0.038312,1.698601,69.820221,1053.689209,165.064331,-0.018981,-0.015722,1.478879,-628.132874,1701.638550,161.942932,0.002616,-0.016907,1.532669,-491.191193,244.324234,139.224350,0.019794,-0.081915,1.527583,64.553200,204.035568,144.520264
60,0,0.000081,0.037691,1.698624,69.813339,1053.691650,165.056564,-0.019593,-0.013944,1.483274,-628.563171,1705.757202,162.016327,0.002717,-0.016932,1.532720,-491.202789,244.327332,139.214844,0.019811,-0.081846,1.527636,64.545769,204.042313,144.509171
61,0,0.000328,0.038062,1.698636,69.824486,1053.698242,165.075241,-0.019136,-0.009699,1.487241,-629.006897,1709.836182,162.098892,0.002631,-0.016995,1.532665,-491.189697,244.329391,139.229935,0.019908,-0.081882,1.527534,64.555702,204.037064,144.527405
62,0,0.000139,0.037659,1.698724,69.822044,1053.692383,165.090393,-0.022566,-0.011686,1.487461,-629.715942,1713.968750,162.008957,0.002613,-0.016944,1.532690,-491.192230,244.328171,139.244095,0.019960,-0.081793,1.527562,64.550072,204.035263,144.535217
63,0,0.000117,0.037596,1.698741,69.818726,1053.692139,165.074310,-0.024216,-0.011272,1.487371,-630.607117,1718.351685,162.174362,0.002749,-0.016887,1.532639,-491.195251,244.329941,139.233276,0.019909,-0.081838,1.527554,64.548561,204.038330,144.524200
64,0,0.000409,0.038256,1.698596,69.826607,1053.692993,165.060257,-0.024305,-0.009846,1.486300,-631.350952,1722.856934,162.210190,0.002658,-0.016897,1.532718,-491.186676,244.324997,139.226501,0.020040,-0.081831,1.527602,64.557556,204.028564,144.516159
65,0,-0.000009,0.037490,1.698732,69.826500,1053.693237,165.066345,-0.028315,-0.008190,1.485421,-632.109680,1727.237305,162.185303,0.002611,-0.016984,1.532662,-491.188690,244.320450,139.227768,0.020175,-0.082032,1.527600,64.552063,204.028824,144.520355
66,0,0.000580,0.037899,1.698643,69.818054,1053.696289,165.072098,-0.032112,-0.007545,1.485588,-632.746826,1731.254639,162.541367,0.002634,-0.016900,1.532606,-491.207916,244.328079,139.228302,0.019748,-0.081882,1.527632,64.537804,204.036652,144.516342
67,0,-0.000204,0.037599,1.698735,69.813316,1053.696533,165.081116,-0.033149,-0.007349,1.484346,-633.223938,1735.186523,162.350525,0.002683,-0.016918,1.532632,-491.197998,244.328506,139.234467,0.019574,-0.081633,1.527513,64.545738,204.036606,144.516815
68,0,0.000204,0.037640,1.698579,69.834511,1053.687012,165.085754,-0.027390,-0.009962,1.486537,-633.654907,1738.964111,162.307022,0.002548,-0.016983,1.532631,-491.178101,244.327454,139.244980,0.019951,-0.081887,1.527532,64.564438,204.029251,144.541931
69,0,0.000408,0.037752,1.698727,69.832985,1053.689453,165.073486,-0.024936,-0.012533,1.485736,-634.209656,1742.675293,162.187897,0.002528,-0.016975,1.532690,-491.179382,244.327667,139.233475,0.020083,-0.081822,1.527618,64.563934,204.033646,144.524689
70,0,0.000354,0.037920,1.698729,69.810822,1053.690552,165.047333,-0.017800,-0.016528,1.485843,-635.035706,1746.564697,162.351685,0.002763,-0.016936,1.532620,-491.200104,244.322861,139.205887,0.020123,-0.081927,1.527575,64.540688,204.030411,144.489853
71,0,0.000172,0.037597,1.698666,69.814850,1053.693115,165.062424,-0.018986,-0.014422,1.484208,-635.784058,1750.877686,162.325638,0.002598,-0.016881,1.532646,-491.197205,244.324692,139.223557,0.019996,-0.081797,1.527585,64.541000,204.025848,144.507568
72,0,0.000094,0.037597,1.698649,69.819672,1053.697876,165.092834,-0.023029,-0.008315,1.484905,-636.464905,1755.482178,162.520645,0.002623,-0.016894,1.532626,-491.186829,244.332626,139.254150,0.020001,-0.081837,1.527588,64.552551,204.037659,144.549042
73,0,0.000308,0.037585,1.698595,69.828537,1053.688599,165.072723,-0.025760,-0.006339,1.486335,-636.982239,1759.927856,162.882782,0.002565,-0.016977,1.532668,-491.176880,244.324509,139.239410,0.019821,-0.081748,1.527600,64.562241,204.030563,144.533325
