Objects
100
,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
23,0,0.005197,-0.021189,1.517575,239.582916,126.527313,145.249100,0.011465,-0.072296,1.505743,-98.088249,133.646622,141.514374,0.047690,-0.002672,-0.343363,173.446457,911.350342,165.271927,-0.045994,-0.007967,3.743462,-168.476288,702.686096,162.710892
24,0,0.005237,-0.021243,1.517623,239.594330,126.527977,145.263107,0.011443,-0.072175,1.505728,-98.078644,133.643204,141.521591,0.040094,0.000934,-0.336746,172.756516,915.971375,165.301392,-0.045871,-0.008311,3.743451,-168.467957,702.690918,162.718231
25,0,0.005266,-0.021334,1.517587,239.577835,126.529427,145.249512,0.011190,-0.072220,1.505651,-98.094704,133.639359,141.506714,0.032338,0.000865,-0.333701,171.900696,920.668762,165.619247,-0.046081,-0.007716,3.743559,-168.490509,702.681946,162.704742
26,0,0.005435,-0.021529,1.517655,239.594711,126.545158,145.269485,0.011271,-0.072187,1.505644,-98.080109,133.644943,141.515152,0.027203,-0.001640,-0.333880,170.947952,924.913879,165.984406,-0.046161,-0.007947,3.743657,-168.473923,702.687988,162.717743
27,0,0.005315,-0.021422,1.517566,239.577164,126.521004,145.244476,0.011193,-0.072131,1.505750,-98.105789,133.633072,141.500717,0.028192,-0.004223,-0.333706,170.002029,928.915527,165.869736,-0.045761,-0.008122,3.743506,-168.489517,702.676880,162.699875
28,0,0.005308,-0.021271,1.517544,239.588226,126.526695,145.259720,0.011565,-0.072255,1.505694,-98.083206,133.638535,141.526627,0.032508,-0.006114,-0.333738,169.136261,932.502502,165.738281,-0.045646,-0.008125,3.743562,-168.474564,702.686829,162.721848
29,0,0.005252,-0.021305,1.517560,239.580826,126.529633,145.244751,0.011218,-0.072186,1.505793,-98.095367,133.646286,141.511719,0.037185,-0.007978,-0.333805,168.302887,935.462097,165.748596,-0.045877,-0.007900,3.743626,-168.490372,702.680176,162.706512
30,0,0.005177,-0.021358,1.517568,239.597382,126.536308,145.264648,0.011350,-0.072278,1.505730,-98.077385,133.646591,141.525635,0.041322,-0.007373,-0.333133,167.601624,938.240540,165.458221,-0.045468,-0.007797,3.743443,-168.472610,702.684753,162.726013
31,0,0.005239,-0.021410,1.517570,239.590439,126.534698,145.248840,0.011166,-0.072082,1.505694,-98.091553,133.644241,141.503967,0.045661,-0.003201,-0.328541,167.171585,940.827637,165.502960,-0.045885,-0.008112,3.743613,-168.485123,702.677124,162.706833
32,0,0.005301,-0.021235,1.517561,239.590073,126.531006,145.259323,0.011554,-0.072171,1.505694,-98.083763,133.641205,141.520508,0.052685,0.002725,-0.322099,166.744263,943.819580,165.361008,-0.045350,-0.007952,3.743528,-168.483093,702.687683,162.719925
33,0,0.005217,-0.021334,1.517606,239.579514,126.525414,145.240067,0.011200,-0.072086,1.505724,-98.095932,133.639862,141.494370,0.050784,0.004092,-0.314613,166.181320,947.798645,165.441208,-0.045636,-0.008108,3.743489,-168.493744,702.678955,162.707306
34,0,0.005253,-0.021251,1.517615,239.591278,126.525925,145.260895,0.011410,-0.072142,1.505732,-98.080154,133.639557,141.519516,0.037857,0.001336,-0.306486,165.510788,952.541504,165.495056,-0.045537,-0.008332,3.743442,-168.480988,702.682068,162.711685
35,0,0.005160,-0.021376,1.517549,239.581177,126.523346,145.245850,0.011350,-0.072236,1.505732,-98.089287,133.642395,141.514130,0.031765,0.000724,-0.298686,164.779404,957.294250,165.690643,-0.045909,-0.008211,3.743609,-168.486588,702.682617,162.703751
36,0,0.005334,-0.021444,1.517587,239.585892,126.533791,145.253769,0.011595,-0.072151,1.504725,-98.009140,133.623474,141.518402,0.027766,0.000641,-0.291212,164.143555,961.549988,166.091537,-0.045707,-0.007718,3.743525,-168.483749,702.687195,162.708176
37,0,0.005352,-0.021396,1.517537,239.570190,126.526909,145.243530,0.003059,-0.065514,1.501210,-97.876999,133.584015,141.249756,0.024217,-0.001361,-0.286040,163.492981,965.362793,166.545059,-0.045886,-0.008141,3.743659,-168.496185,702.686218,162.704376
38,0,0.005324,-0.021372,1.517545,239.579468,126.527336,145.254059,0.003035,-0.065458,1.502012,-97.930962,133.610001,141.259125,0.020725,-0.003489,-0.281072,162.877014,968.970825,166.552292,-0.045991,-0.008026,3.743522,-168.486633,702.686646,162.712799
39,0,0.005529,-0.021580,1.517540,239.574387,126.539383,145.248489,0.002953,-0.065503,1.501990,-97.937515,133.609222,141.243622,0.021360,-0.003710,-0.276489,162.144135,972.326294,166.242615,-0.045427,-0.008485,3.743548,-168.489273,702.685059,162.695999
40,0,0.005277,-0.021342,1.517538,239.580109,126.530678,145.247818,0.002956,-0.065500,1.501923,-97.933464,133.605209,141.249756,0.027224,-0.001506,-0.271115,161.556641,975.156738,166.112167,-0.045938,-0.007735,3.743458,-168.488144,702.690674,162.707733
41,0,0.005215,-0.021303,1.517557,239.571320,126.531227,145.241013,0.002818,-0.065497,1.502010,-97.935249,133.614120,141.251877,0.035762,0.001364,-0.267317,160.935730,977.807678,165.630356,-0.045218,-0.008234,3.743621,-168.492310,702.690918,162.706390
42,0,0.005260,-0.021275,1.517525,239.577927,126.528252,145.242584,0.002991,-0.065599,1.502003,-97.935188,133.611526,141.253571,0.045474,0.005533,-0.265451,160.229630,980.086304,165.539688,-0.045660,-0.008409,3.743531,-168.489899,702.687683,162.703781
43,0,0.005597,-0.021481,1.517624,239.570175,126.542641,145.247009,0.002891,-0.065535,1.501985,-97.936470,133.615036,141.254913,0.040274,0.005812,-0.271645,158.871613,983.216248,166.062439,-0.045771,-0.007913,3.743477,-168.498047,702.693176,162.706818
44,0,0.005475,-0.021418,1.517540,239.576309,126.538216,145.248917,0.002795,-0.065452,1.501954,-97.932686,133.610382,141.254227,0.039306,0.000003,-0.278549,157.149582,986.848877,166.490997,-0.045903,-0.008016,3.743519,-168.494431,702.687561,162.705200
45,0,0.005330,-0.021286,1.517578,239.571411,126.526413,145.244095,0.003042,-0.065513,1.501177,-97.877914,133.589844,141.250473,0.038623,-0.005172,-0.286038,155.420044,990.634827,166.080154,-0.045657,-0.007934,3.743579,-168.491196,702.689758,162.701508
46,0,0.005642,-0.021451,1.517612,239.569351,126.536949,145.249252,0.003022,-0.065653,1.501911,-97.934959,133.609039,141.256104,0.039176,-0.006244,-0.290533,153.963440,994.391418,165.472244,-0.045592,-0.008282,3.743614,-168.496124,702.678284,162.700699
47,0,0.005268,-0.021219,1.517527,239.570511,126.534012,145.237213,0.002894,-0.065519,1.501899,-97.937340,133.617020,141.248230,0.044031,-0.001719,-0.286323,153.450775,998.106689,165.686798,-0.045279,-0.008479,3.743473,-168.496490,702.685669,162.696686
48,0,0.005287,-0.021170,1.517527,239.571014,126.529114,145.239792,0.002764,-0.065462,1.501936,-97.939812,133.610016,141.247314,0.042932,0.000779,-0.281080,152.939362,1002.002686,165.560745,-0.045386,-0.008139,3.743502,-168.497574,702.683411,162.701309
49,0,0.005584,-0.021461,1.517629,239.572403,126.542511,145.256851,0.002905,-0.065368,1.501990,-97.936386,133.619781,141.251877,0.028515,-0.001633,-0.273596,152.477737,1006.217590,165.894684,-0.045628,-0.008310,3.743494,-168.495483,702.687378,162.708786
50,0,0.005310,-0.021159,1.517542,239.576691,126.529961,145.240219,0.003211,-0.065520,1.501135,-97.873764,133.595093,141.248337,0.022389,-0.004951,-0.265842,152.008682,1009.950623,166.367157,-0.045473,-0.008014,3.743456,-168.495483,702.686523,162.699615
51,0,0.005330,-0.021276,1.517545,239.579208,126.529724,145.250183,0.002906,-0.065520,1.501899,-97.935982,133.610031,141.254105,0.019080,-0.008721,-0.257540,151.595078,1013.577209,166.278412,-0.045205,-0.008775,3.743539,-168.487808,702.692383,162.706650
52,0,0.005572,-0.021448,1.517569,239.575180,126.539902,145.247040,0.002843,-0.065571,1.501974,-97.938881,133.611832,141.250778,0.016079,-0.011713,-0.250118,151.284790,1016.554932,166.607697,-0.045081,-0.008368,3.743545,-168.500626,702.690491,162.687317
53,0,0.005232,-0.021281,1.517537,239.575821,126.532089,145.248230,0.003052,-0.065553,1.501912,-97.936424,133.618179,141.253693,0.022691,-0.007671,-0.242931,150.861084,1019.319885,166.667496,-0.045793,-0.008260,3.743527,-168.492493,702.690735,162.699417
54,0,0.005396,-0.021494,1.517581,239.566910,126.538651,145.243118,0.002780,-0.065438,1.501890,-97.939842,133.615952,141.236633,0.033392,-0.003380,-0.234978,150.377151,1022.137024,165.910294,-0.045660,-0.008387,3.743541,-168.502579,702.690308,162.690689
55,0,0.005548,-0.021456,1.517556,239.579102,126.544281,145.261246,0.002784,-0.065566,1.501963,-97.934288,133.620895,141.256409,0.032360,0.003121,-0.226964,150.089783,1025.087646,165.730804,-0.045853,-0.008054,3.743600,-168.488510,702.705017,162.703339
56,0,0.005248,-0.021270,1.517560,239.575943,126.529205,145.244217,0.002827,-0.065548,1.501973,-97.951347,133.610077,141.250763,0.036087,0.014538,-0.220368,149.717636,1028.379517,166.207733,-0.045508,-0.008149,3.743559,-168.494308,702.694702,162.702576
57,0,0.005461,-0.021509,1.517577,239.580566,126.544189,145.255844,0.003390,-0.065667,1.501100,-97.875351,133.594894,141.255280,0.037288,0.021557,-0.217177,148.950150,1032.091553,166.196915,-0.045253,-0.007856,3.743458,-168.490219,702.701538,162.705353
58,0,0.005544,-0.021464,1.517601,239.573730,126.536354,145.238846,0.003336,-0.065522,1.501243,-97.888245,133.587952,141.241974,0.029659,0.008829,-0.221105,147.330612,1036.141846,166.392029,-0.045726,-0.007938,3.743479,-168.502609,702.697815,162.693619
59,0,0.005435,-0.021520,1.517612,239.578049,126.550629,145.257141,0.003347,-0.065707,1.501168,-97.873955,133.599167,141.250717,0.015514,-0.006304,-0.228691,145.465393,1040.071167,166.312653,-0.045932,-0.007393,3.743473,-168.492767,702.701538,162.706741
60,0,0.005535,-0.021379,1.517552,239.569717,126.543640,145.253555,0.003051,-0.065501,1.501199,-97.882629,133.593445,141.244370,0.022005,-0.019017,-0.230233,143.738007,1043.359985,166.522598,-0.045811,-0.008159,3.743573,-168.501541,702.698303,162.695251
61,0,0.005199,-0.021263,1.517560,239.572632,126.539703,145.249893,0.003213,-0.065572,1.501137,-97.878021,133.601578,141.258072,0.025609,-0.028374,-0.229926,142.170044,1046.317749,166.660950,-0.046135,-0.007918,3.743416,-168.501328,702.699036,162.710541
62,0,0.005450,-0.021495,1.517647,239.564560,126.544327,145.236267,0.003124,-0.065520,1.501137,-97.893013,133.592545,141.237350,0.028614,-0.034275,-0.228224,140.857071,1048.906982,166.755463,-0.045733,-0.008202,3.743478,-168.505020,702.694885,162.686234
63,0,0.005493,-0.021442,1.517611,239.576019,126.550781,145.252609,0.003258,-0.065629,1.501159,-97.878838,133.600357,141.243713,0.039146,-0.034126,-0.220827,139.951706,1051.454224,166.650101,-0.045470,-0.008136,3.743590,-168.492462,702.694885,162.703140
64,0,0.005562,-0.021406,1.517609,239.564377,126.542183,145.239105,0.003206,-0.065621,1.501182,-97.890648,133.591827,141.236176,0.043724,-0.030058,-0.206297,139.472336,1054.074829,166.488327,-0.045900,-0.007922,3.743556,-168.503128,702.690369,162.690613
65,0,0.005457,-0.021517,1.517610,239.571518,126.550499,145.260071,0.002885,-0.065476,1.501945,-97.940193,133.618546,141.255905,0.052171,-0.020821,-0.181834,139.690475,1057.011475,166.491409,-0.045497,-0.008007,3.743505,-168.494171,702.696106,162.716949
66,0,0.005429,-0.021554,1.517573,239.558136,126.541389,145.248123,0.003199,-0.065408,1.501203,-97.892303,133.591507,141.240875,0.056221,-0.010755,-0.154746,140.035065,1060.132324,165.961868,-0.045334,-0.008156,3.743542,-168.507751,702.689880,162.708969
67,0,0.005531,-0.021478,1.517600,239.567429,126.547470,145.255325,0.003175,-0.065479,1.501150,-97.879822,133.599350,141.255127,0.047395,0.001835,-0.126609,140.642715,1064.291870,165.594543,-0.045410,-0.008378,3.743566,-168.493240,702.690491,162.711823
68,0,0.005303,-0.021330,1.517602,239.565414,126.539749,145.239304,0.003238,-0.065535,1.501138,-97.889740,133.594650,141.243042,0.027120,0.004522,-0.105398,140.921051,1069.460327,166.110031,-0.045115,-0.007947,3.743472,-168.503845,702.686157,162.701904
69,0,0.005555,-0.021529,1.517535,239.566681,126.547752,145.257324,0.003432,-0.065580,1.501132,-97.883324,133.591324,141.259293,0.016624,0.002108,-0.089928,140.780624,1074.389160,166.863724,-0.045336,-0.008292,3.743389,-168.498352,702.684631,162.715088
70,0,0.005512,-0.021532,1.517550,239.558121,126.542702,145.247864,0.003195,-0.065440,1.501150,-97.891609,133.592682,141.240753,0.006917,-0.000389,-0.073370,140.589798,1079.242554,166.861404,-0.045480,-0.007910,3.743587,-168.507217,702.691528,162.702744
71,0,0.005310,-0.021402,1.517536,239.571152,126.537277,145.254791,0.003251,-0.065436,1.501110,-97.870438,133.591461,141.261673,0.000465,0.002249,-0.060447,140.370651,1083.415894,167.373077,-0.045766,-0.008240,3.743454,-168.489365,702.691223,162.718216
72,0,0.005450,-0.021505,1.517614,239.564453,126.541153,145.248245,0.003102,-0.065504,1.501211,-97.885925,133.588974,141.243851,-0.002375,0.007154,-0.050313,139.972626,1087.166016,167.829376,-0.045344,-0.007914,3.743403,-168.498779,702.685852,162.702621
73,0,0.005514,-0.021523,1.517638,239.570114,126.548157,145.258759,0.003330,-0.065692,1.501126,-97.875923,133.596069,141.265823,-0.007053,0.012256,-0.041246,139.584854,1090.821899,167.620773,-0.045397,-0.008140,3.743601,-168.480377,702.694702,162.725937
74,0,0.005225,-0.021312,1.517546,239.562317,126.532272,145.243332,0.003047,-0.065512,1.501202,-97.887306,133.589310,141.254089,-0.007612,0.011272,-0.038079,138.961136,1093.732178,167.904358,-0.045682,-0.007806,3.743568,-168.501556,702.686646,162.717484
75,0,0.005379,-0.021505,1.517573,239.569916,126.540123,145.255539,0.003229,-0.065594,1.501068,-97.874474,133.589264,141.263000,-0.004593,0.011953,-0.037570,138.204361,1096.292847,168.083740,-0.045765,-0.008197,3.743577,-168.487991,702.694458,162.714645
76,0,0.005469,-0.021441,1.517551,239.563599,126.544487,145.242752,0.002829,-0.065440,1.502003,-97.948547,133.612610,141.241577,0.009176,0.017728,-0.036985,137.325531,1098.903931,167.308319,-0.045595,-0.008073,3.743597,-168.490540,702.693298,162.708969
