Objects
100
,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
23,0,-0.005877,0.106303,2.407125,226.033936,720.474426,167.653152,0.018916,0.011221,-1.796818,557.367432,735.286804,172.881744,-0.006510,-0.020677,1.823645,561.595398,577.691833,150.771225,-0.019497,-0.085836,0.365490,341.323517,459.617035,147.837814
24,0,-0.003018,0.110132,2.397418,229.848328,719.672546,167.728043,0.022390,0.010843,-1.793383,559.720642,736.221008,172.913559,-0.005953,-0.020538,1.824936,564.479736,578.851257,150.832169,-0.020302,-0.087104,0.366652,344.293549,460.575317,147.828918
25,0,-0.001092,0.108262,2.390821,233.416351,718.673828,167.675064,0.024522,0.009081,-1.794004,562.155273,737.446777,172.941498,-0.007604,-0.023512,1.826972,567.242615,580.109741,150.920166,-0.018629,-0.088908,0.367879,347.263611,461.512604,147.812500
26,0,-0.002562,0.103480,2.386304,236.799515,717.558533,167.752151,0.018126,0.008814,-1.793029,565.151367,739.060791,173.021042,-0.006535,-0.022835,1.828019,570.149109,581.334229,150.943588,-0.015760,-0.096342,0.369155,350.193695,462.492035,148.025970
27,0,-0.008936,0.104043,2.379131,240.266098,716.562988,167.648376,0.013637,0.008187,-1.793915,568.100037,740.581482,173.112595,-0.006712,-0.023400,1.829282,573.047485,582.587463,150.969955,-0.015789,-0.094347,0.370410,353.245697,463.422546,147.964493
28,0,-0.011260,0.101749,2.371452,244.260513,715.703857,167.644012,0.013805,0.007814,-1.794256,570.818848,741.829285,173.204559,-0.009527,-0.023868,1.830537,575.850220,583.897583,151.103760,-0.016830,-0.088317,0.371338,356.354340,464.362457,147.795013
29,0,-0.004501,0.100325,2.366229,248.876068,714.641296,167.737167,0.014180,0.005363,-1.796655,573.507812,743.319946,173.244308,-0.009255,-0.023987,1.831794,578.822937,585.192627,151.161789,-0.018566,-0.086871,0.373711,359.422974,465.401947,147.771469
30,0,0.001710,0.103498,2.360821,253.686905,713.652771,167.700500,0.015862,0.005823,-1.795472,576.241760,744.556274,173.348068,-0.008406,-0.023723,1.832739,581.793091,586.456726,151.123352,-0.018671,-0.089944,0.374737,362.522919,466.460663,147.845032
31,0,0.005996,0.102970,2.355122,258.127136,712.780579,168.000534,0.015178,0.007135,-1.791315,579.021240,745.724915,173.457153,-0.008524,-0.025398,1.834215,584.723938,587.739441,151.203873,-0.017959,-0.098170,0.375904,365.579773,467.577362,148.190430
32,0,0.009162,0.106026,2.347914,262.270935,711.974792,168.013672,0.015250,0.005942,-1.791627,581.830627,747.104248,173.360016,-0.007477,-0.024077,1.835250,587.723511,589.024048,151.236328,-0.019177,-0.094575,0.377756,368.811157,468.518433,148.226471
33,0,0.008657,0.106784,2.342662,266.043121,711.210632,167.867661,0.015503,0.005509,-1.791390,584.583435,748.386108,173.381882,-0.007569,-0.024418,1.836237,590.703003,590.340271,151.276306,-0.018969,-0.084582,0.379664,372.062195,469.441498,148.087280
34,0,0.004429,0.101439,2.340053,269.129852,710.345825,168.121170,0.028864,0.006733,-1.785627,587.224243,749.623840,173.688950,-0.007528,-0.024063,1.836795,593.694946,591.670898,151.390549,-0.016042,-0.089093,0.381312,375.079041,470.652649,148.585510
35,0,-0.006546,0.095304,2.337149,272.321411,709.448486,167.850082,0.027747,0.009101,-1.783891,590.229187,750.815857,173.764465,-0.008237,-0.023654,1.838466,596.711548,593.041809,151.485214,-0.017078,-0.084815,0.381413,378.217590,471.671021,148.450302
36,0,-0.006292,0.106841,2.330746,276.680023,709.002197,167.948547,0.025872,0.008915,-1.784574,593.288025,752.142578,173.732590,-0.007646,-0.023989,1.840371,599.769287,594.360046,151.462936,-0.016969,-0.086463,0.381929,381.411591,472.661591,148.184662
37,0,-0.002133,0.112778,2.331418,281.373718,708.180969,168.288132,0.017709,0.009120,-1.791507,596.384033,753.393066,173.594360,-0.006864,-0.025118,1.841008,602.848450,595.678284,151.458954,-0.016125,-0.102043,0.384778,384.462494,473.724640,148.360535
38,0,0.001592,0.110154,2.334864,285.940979,707.190979,168.152008,0.018253,0.007176,-1.793720,599.337891,754.935852,173.622086,-0.008659,-0.023576,1.841960,605.891846,597.115356,151.612518,-0.015038,-0.108673,0.387582,387.712036,474.878448,148.366974
39,0,0.002725,0.106001,2.341531,290.144104,705.990601,168.104004,0.013708,0.006225,-1.790339,602.365723,756.565063,173.720093,-0.008800,-0.024766,1.842421,609.001770,598.516968,151.729416,-0.016181,-0.106632,0.388367,391.033539,476.044952,148.499847
40,0,-0.000516,0.091887,2.350426,294.179993,704.570068,168.060043,0.013599,0.006897,-1.787112,605.188538,757.922363,173.805420,-0.007902,-0.024362,1.844301,612.130615,599.871826,151.776230,-0.017963,-0.098535,0.389429,394.365082,477.232788,148.712051
41,0,0.001707,0.088696,2.355009,298.390778,703.540405,168.170563,0.017909,0.004749,-1.787250,607.724976,759.141479,173.846466,-0.007687,-0.023991,1.845751,615.262939,601.257996,151.785416,-0.019551,-0.081779,0.388264,397.704437,478.282959,148.535370
42,0,0.004117,0.096080,2.354336,302.645844,702.878296,168.237244,0.019398,0.002147,-1.787781,610.371399,760.607910,173.833939,-0.008544,-0.024519,1.847718,618.369202,602.657471,151.903793,-0.019072,-0.081354,0.389776,400.995239,479.421692,148.768692
43,0,0.000080,0.101434,2.353890,306.652527,702.330017,168.195236,0.009716,-0.001058,-1.784522,613.365479,762.019897,174.037582,-0.007592,-0.024068,1.848482,621.458984,604.041016,151.947968,-0.016926,-0.085189,0.390677,404.218109,480.508118,148.819427
44,0,-0.004063,0.102146,2.356155,310.147522,701.573425,168.252029,0.009283,0.003041,-1.783699,616.640015,763.242065,174.145554,-0.008796,-0.022449,1.849082,624.549438,605.507935,152.075439,-0.014319,-0.095482,0.393595,407.287872,481.714874,148.934280
45,0,-0.008130,0.091383,2.360653,313.589447,700.674622,168.077667,0.011271,0.003532,-1.789057,619.709351,764.636719,174.188705,-0.008352,-0.022656,1.849606,627.623230,606.926147,152.108932,-0.013042,-0.105088,0.394650,410.352661,482.825317,148.949036
46,0,-0.006616,0.087827,2.361914,317.778656,699.956299,168.214767,0.010435,0.002828,-1.795739,622.640137,766.078125,174.282745,-0.007964,-0.024273,1.851310,630.737122,608.336121,152.116730,-0.016167,-0.097087,0.395569,413.667816,483.912170,148.404724
47,0,-0.000721,0.090287,2.357830,322.564270,699.559265,168.359177,0.012275,0.001452,-1.798464,625.599243,767.513916,174.278366,-0.007892,-0.023179,1.853038,633.936646,609.851196,152.090408,-0.016610,-0.100085,0.398213,416.997772,485.212372,148.470718
